"discount","gender","age","marital_status","education","city_level","purchase_power","original_unit_price"
1,"M","26-35","M",3,1,2,129
1,"M","26-35","M",3,1,2,105
1,"F","26-35","M",2,4,2,174
1,"M","26-35","M",4,1,2,129
1,"F","26-35","M",2,4,3,59
1,"M","36-45","M",3,3,2,119
1,"F","16-25","M",3,1,3,245
1,"F","16-25","S",2,4,2,78
0,"F","36-45","M",4,-1,3,49
1,"F","26-35","M",3,1,2,100
0,"F","26-35","M",3,1,3,0
1,"F","16-25","M",2,4,3,270
0,"F","16-25","M",2,4,3,0
0,"M","36-45","M",3,4,2,0
0,"M","36-45","M",3,4,2,0
0,"M","36-45","M",3,4,2,0
0,"M","26-35","S",3,3,2,170
1,"F","26-35","M",3,2,2,69
1,"F",">=56","M",-1,2,3,88
0,"F","26-35","S",3,2,2,0
1,"F","16-25","S",3,2,2,78
1,"F","26-35","M",3,1,2,0
0,"F","26-35","M",4,1,2,0
1,"F","26-35","M",4,1,2,10
0,"F","26-35","M",4,1,2,0
1,"F","26-35","M",4,1,2,178
1,"F","26-35","M",4,1,2,20
0,"F","26-35","M",4,1,2,0
0,"F","26-35","M",4,1,2,0
1,"F","26-35","M",4,1,2,298
0,"F","36-45","M",3,1,2,0
1,"M","26-35","M",3,1,2,250
1,"F","26-35","S",2,1,2,188
1,"F","26-35","U",2,3,-1,139
0,"F","26-35","U",2,3,-1,55
1,"F","16-25","S",2,2,2,247
1,"F","26-35","S",3,4,2,85
1,"F","26-35","M",3,3,2,99
1,"F","26-35","M",3,3,2,269
1,"F","26-35","M",2,2,3,110
1,"M","26-35","M",2,2,2,300
1,"F","26-35","S",2,1,2,298
1,"M","36-45","M",2,4,2,138
1,"F","26-35","M",-1,4,3,36.8
1,"F","36-45","S",3,4,2,198
1,"F","16-25","S",2,-1,2,79.9
1,"F","26-35","S",3,4,2,79
0,"F","26-35","S",1,1,3,79
1,"F","16-25","M",-1,2,4,129
0,"F","16-25","M",-1,2,4,55
0,"F","16-25","M",-1,2,4,0
1,"F","16-25","M",-1,2,4,100
1,"F","36-45","S",-1,2,3,85
1,"F","26-35","U",-1,-1,-1,56
1,"F","26-35","M",3,2,2,150
1,"M","46-55","S",-1,3,4,66
0,"F","36-45","S",3,3,3,0
1,"M","26-35","S",2,4,3,68
1,"F","26-35","M",3,4,3,298
0,"F","26-35","M",3,4,3,0
1,"M","16-25","S",2,1,3,34.9
1,"F","26-35","M",3,3,2,129
1,"M","26-35","S",3,1,2,298
1,"F","36-45","M",3,2,2,78
1,"F","26-35","M",3,2,2,69
1,"F","16-25","S",3,2,2,85
1,"M","16-25","S",3,1,2,139.9
1,"M","16-25","S",3,2,2,178
1,"F","26-35","M",3,3,2,150
0,"F","26-35","S",3,-1,2,239
1,"M","26-35","S",3,1,2,148
1,"F","26-35","M",3,2,2,78
1,"F","26-35","S",3,3,2,89
1,"M","16-25","S",2,2,1,78
1,"F","16-25","S",3,2,3,99
1,"F","26-35","S",3,2,2,198
1,"F","26-35","S",3,2,2,228
1,"M","36-45","M",2,3,2,149
0,"F","16-25","S",3,1,3,89
1,"F","16-25","S",3,1,3,78
1,"F","16-25","U",-1,2,-1,69
0,"F","26-35","S",4,2,2,119
1,"F","36-45","M",-1,2,3,138
1,"F","26-35","S",3,1,3,78
1,"M","16-25","S",3,3,2,250
1,"F","26-35","M",-1,4,4,85
1,"M","36-45","S",2,4,3,78
1,"F","26-35","S",4,4,2,298
1,"F","36-45","M",4,3,2,336
1,"F","16-25","S",3,1,3,69
1,"F","26-35","S",3,1,2,180
1,"M","16-25","S",2,2,4,19.9
1,"F","26-35","M",4,4,2,59.9
0,"F","36-45","M",3,2,2,39.9
1,"F","36-45","M",3,1,2,129
1,"F","36-45","M",3,4,3,139.9
1,"F","26-35","M",3,2,3,79.9
1,"F","16-25","S",2,4,2,178
0,"F","16-25","S",2,4,2,77
1,"F","16-25","S",2,4,2,298
1,"F","26-35","M",3,3,2,90
1,"M","26-35","M",3,1,2,0
1,"F","26-35","M",3,1,2,79.9
1,"F","26-35","M",3,3,2,78
1,"F","26-35","U",-1,3,-1,158
1,"F","46-55","S",3,3,3,79
1,"M","36-45","S",2,4,3,78
1,"F","16-25","M",3,1,3,78
1,"F","26-35","M",3,2,2,79.9
1,"M","26-35","M",3,2,2,0
1,"F","16-25","S",3,1,2,191
1,"F","16-25","S",1,3,2,59
1,"F","36-45","M",3,1,2,298
1,"F","26-35","M",4,-1,2,69.9
1,"F","26-35","M",4,-1,2,69.9
1,"F","26-35","M",4,-1,2,79.9
1,"F","26-35","M",4,-1,2,139
1,"F","26-35","S",3,2,2,69
0,"F","16-25","S",3,1,2,55
0,"F","36-45","M",3,3,2,0
0,"F","16-25","U",3,1,-1,59
1,"F","26-35","S",2,2,2,99
0,"F","26-35","S",2,2,2,0
1,"M","16-25","S",-1,2,3,75
1,"F",">=56","M",2,2,3,59.9
0,"F","26-35","M",3,4,2,58
0,"M","46-55","S",3,4,2,280
0,"F","26-35","S",3,1,2,0
1,"F","16-25","U",-1,3,-1,89
1,"M","16-25","M",4,-1,2,89
1,"M","36-45","M",3,2,2,79.9
1,"M","36-45","M",3,2,2,108
1,"M","16-25","M",3,3,2,119
1,"F","26-35","M",3,4,1,139
1,"F","26-35","M",3,4,1,139
1,"F","26-35","M",3,4,1,139
1,"F","26-35","M",4,3,2,39
1,"F","36-45","S",-1,2,3,79
0,"F","16-25","S",1,4,2,0
0,"F","46-55","S",3,2,3,0
0,"M","16-25","S",2,4,2,39.9
1,"F","26-35","M",3,1,2,69.9
1,"F","46-55","U",-1,4,-1,126
0,"F","26-35","M",3,3,2,59
1,"M","26-35","S",3,2,2,47
0,"F","16-25","U",-1,4,-1,0
1,"F","26-35","S",4,1,2,148
0,"M","16-25","M",3,1,3,0
1,"M","16-25","M",3,1,3,150
0,"M","16-25","M",3,1,3,0
1,"F",">=56","U",-1,2,-1,209
1,"M","26-35","S",3,2,2,129
1,"F","46-55","U",-1,1,-1,299
1,"F","16-25","M",2,2,3,59
1,"F","16-25","S",-1,2,3,89
1,"F","36-45","S",2,2,2,149
1,"M","26-35","S",3,2,4,150
1,"F","16-25","S",3,2,3,79
1,"M","26-35","S",3,2,2,139
1,"M","26-35","M",3,4,2,59
0,"F","26-35","S",3,1,2,58
1,"F","16-25","S",3,1,3,148
1,"F","26-35","M",4,3,1,138
0,"F","36-45","S",2,2,2,25.5
1,"F","36-45","M",2,4,2,150
1,"F","36-45","M",3,2,3,49
0,"F","26-35","M",3,3,2,0
1,"F","16-25","M",3,4,2,78
1,"F","16-25","M",3,4,2,78
1,"F","16-25","S",3,1,2,69.9
1,"M","36-45","M",4,1,2,149
0,"M","26-35","M",1,4,3,79.8
0,"F","36-45","M",3,2,2,49
0,"F","26-35","U",-1,3,-1,0
1,"F",">=56","M",3,1,2,59
1,"F","26-35","M",3,2,2,118
1,"F","26-35","M",3,2,2,108
1,"M","26-35","S",4,2,2,129
0,"M","16-25","S",1,3,2,0
1,"M","16-25","S",3,4,2,139
1,"F","16-25","S",-1,2,4,65
1,"F","26-35","M",4,3,2,99
1,"M","16-25","S",2,2,2,118
1,"M","36-45","M",3,2,2,119
0,"F","26-35","M",3,4,2,0
0,"F","26-35","M",3,4,2,0
1,"F","26-35","S",3,2,4,78
0,"F","16-25","S",2,4,3,138
1,"F","26-35","M",-1,4,3,269
1,"F","36-45","S",2,2,2,85
0,"F","26-35","S",2,3,3,0
0,"F","26-35","M",2,2,2,0
0,"F","26-35","M",2,2,2,99
1,"F","16-25","S",3,3,2,298
1,"F","26-35","M",3,2,2,250
0,"F","16-25","S",3,4,2,56
0,"F","36-45","S",3,2,2,0
1,"F","16-25","S",3,5,3,66
0,"F","36-45","U",-1,2,-1,145
1,"F","26-35","S",3,4,2,249
1,"M","46-55","S",2,4,2,78
1,"F","26-35","M",3,2,2,78
1,"M","16-25","S",3,2,2,89.9
1,"F","26-35","M",4,2,2,59
1,"M","26-35","S",1,4,2,80
1,"F","16-25","S",3,4,2,78
0,"M","26-35","M",3,1,2,0
1,"F","26-35","M",3,1,2,59
1,"F","26-35","S",2,2,3,36.8
0,"M","26-35","M",3,1,2,0
0,"F","26-35","S",3,2,3,65
1,"F","26-35","M",3,1,3,39
1,"F","36-45","M",3,1,2,78
0,"F","36-45","M",3,1,2,28.8
1,"M","16-25","S",3,1,2,59.9
1,"F","16-25","S",2,2,3,69
0,"M","26-35","M",3,1,2,179
1,"M","36-45","M",3,2,2,0
1,"F","26-35","S",3,1,2,79.9
1,"F","26-35","M",3,3,2,69.9
1,"F","36-45","M",4,1,2,298
0,"F","36-45","M",4,1,2,0
1,"F","26-35","S",3,1,2,59.9
1,"F","16-25","U",-1,1,-1,79
1,"F","26-35","S",3,2,2,79.9
1,"F","26-35","S",3,2,2,69.9
0,"F","26-35","S",3,1,2,158
1,"F","36-45","M",3,1,2,89
0,"M","26-35","S",3,4,2,0
0,"M","26-35","S",3,4,2,0
0,"M","26-35","S",3,4,2,0
1,"F","26-35","M",4,2,2,129
1,"F","26-35","M",3,3,2,128
1,"F",">=56","M",4,4,2,139
1,"M","26-35","S",3,2,3,269
0,"M","26-35","S",3,2,3,55
0,"F","26-35","M",-1,1,4,98
0,"F",">=56","M",4,1,2,0
1,"F","26-35","M",2,1,2,245
1,"F","26-35","M",2,1,2,99
0,"F","26-35","S",3,3,2,0
1,"F","26-35","M",3,1,2,298
1,"F","26-35","M",3,2,2,0
1,"F","36-45","S",3,4,2,79
1,"F","36-45","M",4,1,2,60
1,"M","26-35","M",4,-1,2,89
1,"F","26-35","S",3,3,2,149
1,"M","16-25","S",3,2,2,139
1,"F","26-35","M",3,1,1,178
1,"F","26-35","S",3,4,2,388
1,"F","36-45","S",3,2,2,85
0,"F","26-35","S",3,3,3,0
1,"F","26-35","S",3,1,2,99
1,"F","26-35","S",3,1,2,188
0,"F","36-45","M",3,2,2,0
1,"M","36-45","M",3,2,2,99
0,"M","16-25","S",3,1,2,78
1,"F","16-25","M",3,3,2,188
0,"F","16-25","M",3,3,2,0
0,"F","16-25","M",3,3,2,0
0,"M","26-35","S",3,4,2,185
1,"F","26-35","S",4,1,2,99.9
0,"F","26-35","M",2,2,2,0
1,"F","36-45","M",4,1,2,159
1,"F","36-45","M",3,2,2,150
1,"M","26-35","M",3,4,2,179
1,"M","26-35","M",3,4,2,298
1,"M","26-35","M",3,2,2,99
1,"F","26-35","S",2,1,2,158
1,"F","26-35","S",4,1,2,59.9
1,"F","26-35","S",4,1,2,79.9
1,"M","36-45","S",4,1,2,99.9
0,"M","36-45","S",2,1,2,58
1,"F","16-25","S",3,-1,2,118
1,"F","26-35","S",3,2,3,198
1,"F","26-35","S",3,2,2,298
1,"M","16-25","S",3,2,2,59.9
1,"M","26-35","M",3,3,3,59.9
1,"F","26-35","S",3,2,2,119
1,"M","26-35","M",2,2,2,78
1,"F","26-35","S",3,3,3,59.9
0,"M","26-35","U",-1,4,-1,0
0,"M","26-35","U",-1,4,-1,0
0,"M","26-35","U",-1,4,-1,0
0,"M","36-45","S",3,2,2,79.9
0,"F","26-35","M",3,1,2,0
1,"M","26-35","M",4,1,2,139.9
1,"F","16-25","U",-1,4,-1,99
1,"M","26-35","S",2,2,2,138
0,"F","16-25","S",3,3,2,145
1,"F","36-45","U",-1,-1,-1,89
1,"F","36-45","U",-1,-1,-1,85
0,"F","36-45","U",-1,-1,-1,0
1,"M","26-35","S",3,1,2,298
1,"F","36-45","M",2,2,3,78
1,"F","26-35","M",2,4,2,160
1,"F","16-25","S",3,1,3,59.9
1,"F","16-25","S",3,2,3,245
1,"F","26-35","U",-1,1,-1,78
1,"F","16-25","S",3,2,3,99
1,"M","16-25","S",1,4,2,76
1,"F","16-25","S",3,2,2,118
1,"F","16-25","S",3,2,2,178
1,"F","16-25","S",2,-1,3,89
0,"F","26-35","M",3,4,2,119
1,"F","36-45","M",4,1,2,59.9
0,"M","46-55","M",-1,4,-1,0
1,"F","36-45","M",-1,5,-1,89
0,"F","26-35","S",3,2,3,0
0,"F","46-55","M",3,2,3,78
1,"F","16-25","U",-1,2,-1,99.9
1,"M","36-45","M",4,4,1,239
1,"F","26-35","M",3,2,2,78
1,"F","16-25","S",2,3,2,89
1,"F","16-25","S",3,1,2,185
1,"M","16-25","S",3,2,3,49
1,"F","26-35","M",3,2,2,298
0,"M","46-55","M",3,4,2,58
1,"M","26-35","S",3,3,2,94.9
1,"F","36-45","M",1,4,2,69
1,"F","26-35","M",3,3,2,119
1,"M","26-35","S",3,4,3,78
0,"F","36-45","M",3,3,2,0
1,"F","16-25","M",2,4,2,299
0,"F","16-25","M",2,4,2,0
0,"F","16-25","M",2,4,2,0
0,"F","16-25","M",2,4,2,0
1,"F","16-25","U",2,2,-1,79.9
1,"M","16-25","S",3,1,3,330
1,"F",">=56","U",-1,2,-1,209
0,"F","26-35","S",3,2,2,0
1,"F","26-35","M",4,1,2,245
1,"F","36-45","M",3,1,2,79.9
1,"M","26-35","M",4,3,2,59
1,"F","36-45","M",3,3,2,89
0,"M","26-35","S",4,1,2,99
1,"F","26-35","S",3,2,3,109
1,"F","36-45","M",3,2,2,79.9
1,"F","36-45","M",3,2,2,55
1,"M","46-55","M",-1,4,-1,78
1,"F","36-45","M",3,2,3,59
1,"F","26-35","S",3,2,3,298
0,"M","46-55","S",3,2,2,0
1,"M","46-55","S",-1,3,3,167
1,"F","26-35","S",3,4,2,118
1,"M","26-35","S",2,3,3,0
0,"M","26-35","M",4,1,2,129
1,"F","26-35","M",4,2,3,299
1,"M","26-35","M",4,1,2,69
0,"M","16-25","U",-1,2,-1,66
1,"F","26-35","M",3,2,2,99
1,"F","36-45","S",3,2,2,245
1,"F","36-45","M",3,1,3,85
1,"F","16-25","M",2,3,3,78
1,"F","16-25","M",2,3,3,69
1,"F","26-35","M",3,4,2,178
1,"F","26-35","M",2,4,3,59.9
1,"F","26-35","M",4,2,2,245
1,"M","26-35","M",2,4,2,89
1,"F","26-35","S",3,2,2,79
1,"M","16-25","M",3,2,2,69.9
0,"M","36-45","M",4,1,2,98
1,"M","26-35","M",2,2,2,59
1,"F","46-55","U",-1,3,-1,79
1,"F","26-35","M",3,1,2,65
1,"F","26-35","M",3,1,2,69
1,"F","26-35","M",3,1,2,298
1,"F","36-45","M",3,3,2,79.9
1,"M","26-35","M",3,3,2,178
1,"M","26-35","M",3,1,2,59
1,"F","46-55","M",-1,3,3,99
1,"F","36-45","M",4,1,2,179
1,"M","26-35","M",3,-1,2,79.9
1,"M",">=56","M",3,1,2,355
1,"F","26-35","S",3,1,2,298
1,"F","16-25","S",2,2,2,36
0,"F","36-45","U",-1,1,-1,0
1,"F","26-35","M",3,4,2,298
1,"F","26-35","S",2,2,3,85
1,"F","26-35","S",3,1,3,100
1,"F","16-25","M",4,2,3,159
0,"M","26-35","M",-1,3,4,0
1,"F","36-45","M",4,1,2,69.9
1,"F","16-25","S",2,-1,3,69.9
1,"F","16-25","S",3,4,2,89
1,"F","16-25","S",3,2,2,150
0,"F","16-25","S",3,2,2,0
1,"F","26-35","M",3,2,2,118
1,"F","26-35","M",2,3,3,298
1,"F","26-35","S",3,2,2,139.9
1,"F","36-45","M",2,-1,2,69
1,"F","26-35","S",-1,4,3,85
1,"F","26-35","M",3,2,3,238
1,"M","26-35","S",4,3,2,0
1,"F","16-25","M",2,3,3,76
1,"F","16-25","S",3,1,2,79.9
0,"M","16-25","U",3,-1,-1,0
1,"F","36-45","M",2,2,2,0
1,"F","16-25","S",3,2,2,69.9
1,"M","16-25","S",3,2,2,69
1,"F","26-35","S",3,2,2,336
1,"F","26-35","S",3,2,2,39.9
1,"F","16-25","S",2,2,3,79
0,"F","16-25","M",2,2,3,59
1,"F","36-45","M",3,1,2,129
1,"M","16-25","M",2,4,3,95
1,"F","16-25","U",-1,-1,-1,49
0,"F","26-35","M",4,1,1,0
1,"F","26-35","M",3,2,2,239
1,"F","26-35","S",3,3,3,139.9
1,"F","26-35","S",3,3,3,79.9
0,"F","16-25","S",3,1,2,0
0,"F","16-25","S",3,1,2,0
0,"F","16-25","S",3,1,2,64.9
0,"F","16-25","S",3,1,2,0
1,"F","26-35","M",3,2,2,79.9
1,"F","36-45","S",1,1,2,89
1,"M","26-35","M",4,2,2,298
1,"F","26-35","M",4,3,2,178
1,"M","16-25","S",3,2,4,299
1,"M","26-35","M",3,2,3,34.9
1,"F","36-45","M",3,3,2,298
0,"F","36-45","M",3,3,2,0
1,"F","26-35","M",3,1,3,166
0,"F","16-25","S",2,5,2,118
1,"F","16-25","S",3,3,2,170
1,"F","16-25","S",2,3,3,65
1,"M","26-35","S",3,1,2,75
1,"F","26-35","M",4,2,2,109
0,"F","16-25","S",2,4,2,80
1,"F","16-25","S",3,2,4,158
0,"F","36-45","M",3,2,2,49
1,"F","26-35","S",3,3,3,178
1,"F","26-35","S",2,-1,2,130
0,"M","26-35","M",3,2,2,0
1,"M","16-25","M",3,2,2,300
1,"F","36-45","S",1,4,2,59
1,"M","26-35","M",4,1,2,139
1,"F","36-45","M",3,1,3,85
1,"M","16-25","M",3,4,2,23
1,"F","36-45","S",3,2,2,198
1,"F","26-35","M",3,4,2,150
1,"M","26-35","S",2,3,2,79
1,"F","46-55","U",-1,3,-1,139
1,"F","26-35","M",3,1,2,69
1,"F","26-35","M",3,1,2,139
1,"F","36-45","S",3,2,2,69
1,"M","26-35","S",3,-1,2,78
1,"M","26-35","S",4,1,2,139
0,"F","16-25","U",3,4,-1,0
1,"M","16-25","S",2,2,2,85
1,"F","16-25","S",3,3,3,65
1,"F","36-45","M",3,2,2,355
1,"F","46-55","M",2,4,2,168
1,"M","26-35","M",3,4,2,66
1,"F","16-25","S",3,2,3,69
1,"F","16-25","S",3,2,3,69
0,"F","16-25","S",3,1,2,180
1,"F","16-25","M",-1,2,3,49
1,"F","36-45","M",-1,5,3,79.9
1,"F","26-35","S",4,3,2,298
1,"F","26-35","S",4,3,2,178
1,"F","36-45","M",4,1,3,180
1,"F","36-45","M",4,1,3,298
1,"M","16-25","S",2,3,2,299
1,"F","16-25","M",3,2,3,85
0,"F",">=56","M",4,2,1,0
0,"F",">=56","M",4,2,1,0
1,"F",">=56","M",4,2,1,78
1,"F","26-35","S",3,2,2,69
1,"M","26-35","M",2,2,2,199
0,"M","26-35","M",2,2,2,238
1,"F","26-35","S",3,1,2,298
0,"F","46-55","M",3,1,2,128.4
1,"F","36-45","M",3,2,3,49
1,"F","16-25","S",2,2,3,78
0,"F","16-25","S",3,2,2,145
1,"F","36-45","M",3,-1,2,79.9
0,"M","16-25","S",3,2,3,0
1,"M","26-35","M",1,2,2,158
1,"M","16-25","M",3,1,3,69
1,"F","26-35","M",4,3,2,79
1,"F","36-45","M",3,2,1,178
1,"F","26-35","S",-1,5,3,66
1,"F",">=56","U",-1,3,-1,209
1,"F","16-25","S",-1,2,3,119
1,"M","16-25","S",3,4,2,0
1,"F","16-25","M",3,2,2,185
1,"M","26-35","S",3,2,2,238
1,"F","16-25","S",3,1,3,89
0,"F","26-35","M",3,1,2,79
1,"F","26-35","M",4,1,2,59.9
1,"F","26-35","M",3,2,2,0
0,"F","26-35","M",3,2,2,0
1,"F","16-25","M",1,3,2,159
0,"F","16-25","M",1,3,2,0
1,"F","16-25","M",1,3,2,178
1,"F","46-55","U",-1,3,-1,69
1,"F","26-35","M",3,1,3,65
0,"F","36-45","U",-1,2,-1,65
1,"F","36-45","S",3,2,3,59.9
1,"F","26-35","M",-1,2,3,125
1,"M","16-25","S",3,2,2,98
1,"M","36-45","M",4,3,2,139
1,"F","36-45","M",3,4,2,129
1,"F","16-25","S",2,-1,2,69.9
0,"F",">=56","M",3,1,3,55
1,"F","26-35","S",3,4,3,78
1,"M","26-35","M",3,2,2,89
1,"F","36-45","M",4,2,2,298
1,"F","26-35","U",3,3,-1,167
1,"M","16-25","S",2,-1,2,298
1,"F","36-45","M",3,-1,2,139
1,"F","36-45","M",3,4,2,59
1,"F","16-25","S",2,2,3,85
1,"F","26-35","S",4,2,3,79.9
1,"F","36-45","M",3,4,2,258
1,"F","36-45","M",2,2,-1,100
0,"M","36-45","U",-1,2,-1,0
1,"M","36-45","M",4,2,2,79
1,"M","26-35","M",3,2,2,148
0,"F","26-35","M",3,2,2,0
0,"F","26-35","M",3,2,2,0
1,"F","16-25","S",3,3,2,58
1,"M","16-25","S",3,2,3,191
1,"F","26-35","S",3,2,2,178
1,"F","26-35","S",3,2,2,298
1,"M","26-35","S",3,2,3,78
1,"M","16-25","S",3,2,2,148
1,"M","26-35","M",3,2,2,298
1,"M","16-25","S",3,2,2,59.9
0,"F","26-35","S",3,2,3,0
1,"F","16-25","S",2,2,2,139
1,"M","26-35","S",3,1,2,238
1,"F","26-35","U",-1,3,-1,145
1,"F","16-25","M",2,2,3,200
1,"F","46-55","M",3,1,2,129
1,"F","46-55","M",3,1,2,0
1,"M","16-25","S",3,1,2,79.9
1,"F","26-35","M",3,3,2,89
0,"F","36-45","M",3,2,2,0
1,"F","26-35","S",3,1,3,69.9
1,"F","26-35","M",4,2,2,228
1,"F","26-35","M",3,2,2,69
0,"F","16-25","M",3,2,2,0
1,"F","26-35","M",3,4,2,209
1,"F","26-35","U",-1,2,-1,309
1,"F","16-25","S",3,1,2,59.9
0,"F","26-35","S",2,4,2,0
1,"F","26-35","M",3,2,2,105
1,"F","36-45","U",-1,2,-1,49.9
1,"F","26-35","S",3,3,2,52
1,"F","26-35","M",4,2,2,49
1,"F","26-35","M",4,1,2,79.9
1,"M","26-35","M",3,3,2,0
1,"M",">=56","U",-1,1,-1,49
1,"F","36-45","M",3,3,2,198
1,"F",">=56","M",3,2,3,109
1,"F","26-35","S",3,-1,3,298
0,"F","26-35","S",3,2,2,99
1,"F","36-45","M",3,1,2,150
1,"F","36-45","M",3,1,2,119
1,"M","36-45","M",4,1,2,59.9
0,"M","36-45","M",2,4,-1,0
0,"M","36-45","M",2,4,-1,0
0,"M","36-45","M",2,4,-1,0
1,"M","16-25","M",4,1,2,59
0,"F",">=56","S",3,5,2,230
1,"F","16-25","S",1,3,2,109
0,"F","46-55","S",3,2,2,0
1,"F","26-35","M",3,1,2,300
1,"M","26-35","S",3,-1,3,78
1,"F","46-55","M",2,2,3,298
1,"F","36-45","U",-1,2,-1,39
0,"F","16-25","S",2,2,3,0
0,"F","16-25","S",2,2,3,0
0,"F","16-25","S",2,2,3,0
1,"F","36-45","U",3,1,-1,298
0,"F","36-45","S",3,4,3,182
0,"M","26-35","S",4,-1,2,250
1,"M","16-25","S",3,1,2,59
1,"M","16-25","S",3,1,2,39
1,"M","36-45","S",2,2,2,300
1,"F","26-35","M",3,1,3,298
1,"F","26-35","S",3,2,2,0
1,"M","46-55","M",3,2,3,69
0,"F","16-25","S",3,2,3,145
1,"F","26-35","M",3,1,2,336
1,"F","16-25","S",-1,2,3,68
1,"F","26-35","M",2,3,4,99
1,"F","36-45","M",4,2,2,12
1,"M","16-25","S",3,2,2,59.9
0,"F",">=56","M",3,4,2,69
1,"F",">=56","U",-1,2,-1,118
0,"F",">=56","U",-1,2,-1,0
1,"F","26-35","S",3,1,2,149
1,"F","26-35","S",4,1,2,298
0,"F","16-25","S",2,4,2,46
0,"M","46-55","M",2,2,2,78
0,"M","26-35","M",3,2,2,0
0,"F","16-25","U",2,3,-1,69
1,"F","26-35","M",3,2,2,78
1,"F","26-35","U",-1,3,-1,78
1,"F","46-55","M",3,4,2,190
1,"M","16-25","S",2,1,3,79.8
0,"F","16-25","S",-1,2,3,52
0,"F","16-25","S",-1,2,3,0
1,"F","26-35","S",2,2,2,85
1,"F","26-35","S",3,1,2,245
1,"F","26-35","U",-1,2,-1,138
0,"F",">=56","S",3,2,3,65
0,"F","26-35","M",3,1,2,68
1,"F","16-25","S",3,3,3,69
1,"M","26-35","S",4,2,2,139
0,"F","16-25","M",-1,2,3,59
1,"F","46-55","M",3,3,2,238
1,"F","16-25","U",-1,-1,-1,68
1,"M","36-45","M",4,2,2,59
1,"F","36-45","M",3,2,2,139
0,"F","26-35","M",3,1,2,0
1,"F","26-35","S",3,1,2,245
0,"F","36-45","S",-1,2,3,58
1,"F","26-35","M",3,2,2,99
0,"F","26-35","S",3,3,3,95
0,"F","26-35","S",3,3,3,69
1,"F","26-35","S",4,2,2,79.9
0,"F","26-35","S",4,2,2,78
1,"F","26-35","S",4,2,2,198
1,"M",">=56","S",2,3,3,149
1,"M",">=56","S",2,3,3,149
1,"M","36-45","M",2,4,2,79.9
1,"F","16-25","S",2,4,2,69
1,"F","16-25","S",3,2,2,78
1,"F","26-35","M",3,4,2,139
1,"F","16-25","S",3,-1,3,135
1,"F","16-25","S",3,4,2,65
1,"F","26-35","S",3,2,2,298
1,"F",">=56","S",2,5,3,69
1,"F","16-25","S",3,1,2,59.9
1,"F","16-25","S",3,-1,2,118
1,"M","36-45","M",4,3,2,178
1,"M","36-45","M",4,3,2,139
0,"F","36-45","M",2,2,2,116
0,"M","26-35","S",3,2,1,228
0,"F","36-45","M",3,3,2,49
1,"F","16-25","M",2,5,2,138
1,"F","46-55","M",4,1,2,99
0,"F","26-35","S",3,3,2,49.9
1,"F","16-25","S",3,2,3,49
1,"F","26-35","S",2,-1,3,149
0,"F","26-35","M",3,4,2,145
1,"M","26-35","S",3,2,2,79.9
1,"M",">=56","M",3,2,2,150
1,"F","36-45","S",3,2,4,38
1,"F","16-25","S",3,-1,3,298
1,"F","16-25","S",3,-1,3,100
1,"F","46-55","U",-1,2,-1,98
0,"F","16-25","S",3,4,2,0
0,"M","26-35","M",2,3,2,0
0,"M","26-35","M",2,3,2,0
0,"M","26-35","M",2,3,2,0
1,"M","26-35","M",2,3,2,500
1,"F","26-35","S",2,5,2,66
0,"M","46-55","U",-1,4,-1,38
1,"F","26-35","M",3,2,2,59
0,"F","36-45","M",3,1,2,119
0,"F","36-45","M",2,4,2,0
0,"F","36-45","M",2,4,2,0
1,"F","36-45","M",2,4,2,78
1,"F","26-35","S",3,2,2,191
1,"M","16-25","S",2,2,2,298
0,"F","26-35","S",2,4,3,0
1,"F","26-35","S",2,4,3,89
1,"F","36-45","S",4,-1,3,59
0,"F","46-55","S",-1,1,3,48
0,"F","26-35","U",-1,2,-1,98
1,"F","16-25","M",-1,4,4,99
1,"M","26-35","S",3,2,2,139
1,"M","16-25","S",3,4,2,34.9
1,"F","26-35","M",4,2,2,298
0,"F","36-45","S",3,2,3,108
0,"F",">=56","M",-1,-1,-1,0
1,"F","26-35","S",2,4,3,158
1,"F","16-25","S",3,3,3,336
1,"M","26-35","S",4,2,2,93.5
1,"M","26-35","S",4,2,2,139
0,"F","16-25","S",2,1,3,0
1,"F","26-35","M",3,2,3,298
1,"F","46-55","M",3,1,2,109
0,"F","26-35","M",3,1,2,0
1,"F","16-25","S",2,2,2,79
1,"F","26-35","S",3,2,2,129
1,"F","16-25","M",-1,-1,3,79
0,"M","26-35","S",3,4,2,0
1,"M","26-35","S",3,4,2,10
0,"M","26-35","S",3,4,2,0
1,"F","26-35","M",4,1,2,49
1,"F","26-35","M",3,3,2,298
1,"F","26-35","M",3,2,3,109
1,"F","16-25","M",-1,2,3,89
1,"F","36-45","M",3,1,3,238
1,"F","26-35","S",2,1,2,68
1,"F","16-25","S",3,3,2,149
1,"F","26-35","S",2,1,2,59
1,"F","26-35","S",3,4,2,69
1,"M","26-35","U",-1,2,-1,119
1,"F","16-25","S",2,2,3,65
1,"F","16-25","S",2,2,3,69
1,"F","16-25","U",-1,-1,-1,139.9
0,"M","16-25","S",2,2,2,0
1,"F","16-25","M",3,3,3,239
1,"F","16-25","M",3,3,3,159
0,"F","26-35","M",3,1,3,0
0,"F","26-35","M",3,1,3,49
1,"F","16-25","S",2,2,4,209
1,"F","16-25","S",2,2,4,188
