"Income","Country","Age","Height","Location","Gender","Sales"
10978,"Sylvania",36,67,"City","Female",650
64820,"Freedonia",34,66,"Rural","Male",NA
4123,"Sylvania",39,67,"Rural","Male",391
6409,"Sylvania",38,64,"City","Male",777
10528,"Freedonia",26,63,"City","Male",NA
6651,"Sylvania",30,58,"Rural","Female",194
9680,"Sylvania",52,68,"City","Male",846
5338,"Freedonia",21,62,"City","Male",NA
219025,"Freedonia",33,63,"Rural","Male",NA
14319,"Sylvania",31,70,"City","Female",745
139287,"Freedonia",76,65,"Rural","Male",NA
261087,"Sylvania",48,63,"Rural","Male",350
17073,"Freedonia",37,65,"Rural","Male",NA
2454,"Sylvania",27,62,"City","Male",800
24594,"Sylvania",18,60,"Rural","Male",259
122010,"Freedonia",26,66,"Rural","Male",NA
17240,"Sylvania",55,61,"Rural","Male",359
38711,"Sylvania",46,70,"City","Female",719
225236,"Freedonia",34,72,"Rural","Female",NA
399451,"Freedonia",37,65,"City","Male",NA
122509,"Freedonia",18,67,"Rural","Female",NA
30783,"Sylvania",86,65,"City","Female",905
475527,"Freedonia",68,66,"Rural","Male",NA
8446,"Sylvania",91,68,"Rural","Male",418
74362,"Sylvania",52,74,"City","Female",829
33289,"Sylvania",42,69,"City","Female",707
51453,"Sylvania",48,67,"City","Female",568
207657,"Freedonia",30,65,"Rural","Male",NA
481053,"Sylvania",42,64,"Rural","Female",218
46538,"Sylvania",22,64,"City","Male",977
22716,"Sylvania",33,64,"City","Male",845
12790,"Sylvania",70,67,"City","Male",940
3951,"Sylvania",48,72,"City","Male",911
98629,"Sylvania",33,67,"City","Female",625
274131,"Sylvania",18,66,"City","Male",749
46328,"Sylvania",80,66,"Rural","Female",297
7406,"Sylvania",26,66,"Rural","Male",325
1558,"Sylvania",56,64,"City","Male",814
94716,"Sylvania",61,59,"Rural","Female",250
77124,"Sylvania",67,66,"City","Female",728
8590,"Sylvania",30,63,"City","Female",-619
11939,"Sylvania",21,71,"Rural","Female",152
206610,"Sylvania",63,66,"City","Female",841
916616,"Sylvania",20,63,"Rural","Female",191
35446,"Sylvania",63,64,"City","Male",905
31818,"Sylvania",22,67,"Rural","Female",185
110953,"Sylvania",23,71,"Rural","Male",-288
434039,"Sylvania",32,67,"Rural","Female",200
164732,"Sylvania",21,66,"Rural","Female",250
314132,"Sylvania",27,59,"City","Male",881
29668,"Sylvania",77,62,"City","Female",857
24694,"Sylvania",30,65,"City","Male",857
41273,"Sylvania",39,69,"City","Male",856
28544,"Sylvania",23,64,"City","Female",632
163048,"Sylvania",29,61,"Rural","Female",-217
17755,"Sylvania",38,64,"City","Female",698
8124,"Freedonia",24,64,"Rural","Male",NA
12966,"Sylvania",29,68,"Rural","Male",314
9443,"Sylvania",30,68,"City","Female",656
381192,"Sylvania",37,61,"City","Male",804
29650,"Sylvania",52,66,"City","Female",742
14233,"Freedonia",29,62,"Rural","Female",NA
42153,"Sylvania",24,62,"City","Female",588
149267,"Freedonia",37,67,"Rural","Female",NA
5660,"Sylvania",18,68,"Rural","Male",221
61570,"Sylvania",53,62,"City","Female",814
248726,"Sylvania",20,69,"City","Male",810
1085,"Sylvania",32,61,"City","Female",593
64363,"Sylvania",22,62,"City","Male",968
44278,"Sylvania",37,70,"Rural","Male",-301
72768,"Freedonia",56,66,"Rural","Female",NA
16301,"Sylvania",27,61,"City","Male",670
29213,"Sylvania",22,65,"Rural","Male",270
118171,"Sylvania",40,72,"City","Male",758
44111,"Freedonia",22,62,"Rural","Male",NA
13889,"Sylvania",44,70,"Rural","Male",383
411789,"Sylvania",30,68,"City","Male",825
14140,"Sylvania",45,67,"City","Female",650
53204,"Freedonia",49,69,"Rural","Female",NA
469897,"Sylvania",21,66,"City","Female",557
1285,"Freedonia",43,66,"Rural","Female",NA
271310,"Sylvania",62,65,"Rural","Female",211
58608,"Sylvania",23,65,"Rural","Female",196
13015,"Freedonia",18,67,"City","Male",NA
56938,"Sylvania",22,67,"Rural","Female",195
286226,"Sylvania",68,65,"Rural","Female",266
38945,"Sylvania",32,67,"City","Female",630
8968,"Freedonia",33,63,"Rural","Female",NA
1628,"Freedonia",21,69,"Rural","Male",NA
10453,"Freedonia",22,65,"Rural","Female",NA
134546,"Freedonia",91,68,"Rural","Female",NA
9767,"Sylvania",53,60,"City","Male",1002
20615,"Sylvania",40,68,"Rural","Female",221
43075,"Freedonia",29,64,"Rural","Female",NA
2716,"Sylvania",23,67,"City","Male",839
54783,"Sylvania",43,61,"City","Female",685
2644,"Sylvania",25,65,"City","Female",649
69520,"Freedonia",19,64,"City","Male",NA
63738,"Sylvania",75,73,"City","Female",790
20255,"Sylvania",24,68,"City","Female",662
7244,"Freedonia",34,72,"Rural","Female",NA
7806,"Sylvania",28,61,"Rural","Female",195
430349,"Freedonia",58,60,"Rural","Male",NA
45151,"Sylvania",18,62,"City","Male",-742
80200,"Sylvania",23,66,"City","Male",753
66639,"Sylvania",23,65,"Rural","Male",318
7063,"Freedonia",81,68,"Rural","Female",NA
1313,"Sylvania",23,66,"City","Male",776
27507,"Sylvania",21,69,"Rural","Female",222
5472,"Sylvania",28,62,"City","Male",672
87774,"Sylvania",44,63,"City","Male",847
97512,"Sylvania",24,70,"City","Female",755
8290,"Sylvania",25,68,"City","Male",709
58888,"Freedonia",69,69,"Rural","Male",NA
11373,"Sylvania",48,69,"City","Female",837
16632,"Sylvania",21,64,"City","Female",546
53471,"Sylvania",22,65,"City","Male",744
9254,"Freedonia",18,61,"Rural","Female",NA
27002,"Sylvania",72,64,"City","Male",1013
230665,"Sylvania",23,62,"City","Female",738
934320,"Sylvania",27,70,"City","Female",687
449591,"Sylvania",47,64,"City","Female",705
10308,"Sylvania",36,61,"City","Female",663
66991,"Sylvania",31,63,"Rural","Female",238
236704,"Sylvania",26,63,"City","Female",626
4188,"Sylvania",27,65,"City","Male",736
704233,"Sylvania",26,63,"City","Male",896
17879,"Sylvania",40,68,"City","Male",860
13393,"Sylvania",23,67,"City","Female",617
12743,"Sylvania",44,63,"City","Male",765
355365,"Sylvania",27,61,"City","Female",577
10343,"Sylvania",19,69,"City","Female",551
85168,"Freedonia",56,67,"Rural","Female",NA
2431,"Sylvania",33,61,"City","Female",746
363444,"Freedonia",40,66,"Rural","Male",NA
4131,"Sylvania",38,65,"City","Female",758
49819,"Sylvania",55,67,"City","Female",679
19385,"Sylvania",24,61,"City","Male",732
29414,"Sylvania",49,68,"Rural","Male",379
146961,"Sylvania",44,65,"City","Female",699
135311,"Sylvania",64,61,"City","Male",774
5116,"Sylvania",27,69,"City","Male",835
12227,"Sylvania",46,65,"City","Male",905
17297,"Sylvania",50,72,"City","Female",657
37203,"Freedonia",19,66,"Rural","Female",NA
22558,"Sylvania",37,64,"Rural","Female",213
1983,"Sylvania",81,68,"City","Female",-914
24449,"Sylvania",21,69,"City","Male",848
13520,"Sylvania",33,72,"City","Female",696
33259,"Sylvania",47,69,"City","Female",667
26357,"Freedonia",27,60,"City","Male",NA
115387,"Freedonia",26,71,"Rural","Female",NA
12198,"Sylvania",26,59,"City","Female",638
6588,"Sylvania",23,62,"City","Female",690
102661,"Sylvania",33,63,"City","Male",790
243172,"Sylvania",24,67,"Rural","Male",233
21062,"Sylvania",67,64,"City","Male",1171
66310,"Sylvania",32,62,"Rural","Female",202
9204,"Freedonia",48,62,"Rural","Male",NA
5235,"Sylvania",35,62,"Rural","Female",237
53695,"Sylvania",36,69,"Rural","Female",192
120412,"Sylvania",41,63,"City","Female",599
118103,"Freedonia",49,64,"Rural","Male",NA
13332,"Sylvania",37,70,"City","Male",837
543892,"Sylvania",56,70,"City","Male",-822
101486,"Sylvania",47,65,"City","Female",763
7518,"Sylvania",21,64,"City","Female",618
29295,"Freedonia",39,66,"Rural","Male",NA
49266,"Sylvania",66,67,"City","Female",815
11517,"Sylvania",29,63,"City","Female",711
22372,"Sylvania",21,60,"Rural","Female",171
81348,"Freedonia",32,63,"Rural","Male",NA
18932,"Sylvania",36,71,"City","Male",792
5005,"Sylvania",34,61,"City","Male",827
69397,"Freedonia",18,63,"Rural","Female",NA
111013,"Freedonia",25,71,"City","Female",NA
144552,"Sylvania",37,63,"City","Female",643
94307,"Sylvania",100,74,"City","Female",839
31032,"Sylvania",26,68,"City","Female",687
2449,"Freedonia",33,71,"Rural","Female",NA
78991,"Sylvania",51,64,"City","Male",965
141086,"Freedonia",52,69,"City","Female",NA
29049,"Freedonia",26,68,"Rural","Male",NA
14365,"Sylvania",56,67,"Rural","Female",251
1883,"Sylvania",34,65,"Rural","Female",184
16256,"Freedonia",23,64,"Rural","Male",NA
515205,"Sylvania",44,66,"City","Male",877
5476,"Sylvania",22,64,"City","Male",728
7562,"Sylvania",41,66,"City","Male",808
52517,"Freedonia",31,71,"Rural","Male",NA
83340,"Sylvania",39,68,"City","Male",876
146025,"Freedonia",90,69,"Rural","Male",NA
67250,"Freedonia",18,68,"City","Female",NA
7268,"Sylvania",44,64,"City","Male",640
12689,"Sylvania",48,62,"Rural","Male",333
383,"Sylvania",58,62,"City","Male",977
23367,"Sylvania",20,64,"City","Male",790
50144,"Sylvania",30,64,"City","Male",854
157223,"Freedonia",19,66,"Rural","Male",NA
26404,"Sylvania",49,64,"Rural","Male",300
13574,"Sylvania",59,66,"City","Male",884
66913,"Sylvania",22,69,"City","Male",-670
42761,"Sylvania",33,72,"City","Female",722
76136,"Sylvania",33,70,"City","Female",653
83261,"Freedonia",72,68,"City","Male",NA
1595,"Sylvania",27,65,"Rural","Male",390
44553,"Freedonia",42,68,"City","Male",NA
93410,"Sylvania",50,68,"City","Male",895
41720,"Freedonia",50,58,"Rural","Male",NA
174431,"Sylvania",24,64,"City","Male",862
15044,"Sylvania",72,65,"City","Male",959
8701,"Sylvania",37,71,"City","Female",657
71135,"Sylvania",37,67,"City","Male",833
42452,"Sylvania",21,70,"City","Male",858
26562,"Sylvania",22,69,"City","Female",566
26749,"Freedonia",43,66,"Rural","Male",NA
7028,"Sylvania",80,71,"Rural","Female",258
51829,"Sylvania",23,69,"City","Male",695
8109,"Sylvania",25,63,"City","Male",847
10735,"Sylvania",30,68,"City","Female",582
16096,"Sylvania",22,65,"City","Female",589
25578,"Sylvania",27,66,"City","Female",637
4155,"Freedonia",26,65,"Rural","Male",NA
95558,"Sylvania",55,68,"City","Male",902
18504,"Sylvania",64,63,"City","Male",959
9181,"Sylvania",24,63,"Rural","Male",275
13776,"Sylvania",24,64,"City","Female",674
144465,"Sylvania",34,66,"Rural","Female",221
36682,"Sylvania",31,66,"City","Male",753
74209,"Sylvania",40,70,"City","Male",828
3882,"Sylvania",27,66,"City","Female",651
11424,"Sylvania",27,66,"City","Female",660
142457,"Freedonia",39,66,"Rural","Female",NA
117727,"Sylvania",22,66,"Rural","Female",182
121162,"Sylvania",19,66,"Rural","Male",362
600802,"Sylvania",54,68,"City","Female",736
15773,"Sylvania",21,62,"City","Male",703
47775,"Sylvania",21,64,"City","Female",605
84644,"Freedonia",27,61,"Rural","Female",NA
117328,"Sylvania",41,73,"City","Female",669
27619,"Sylvania",20,64,"City","Male",689
13443,"Sylvania",30,64,"City","Female",629
595015,"Freedonia",31,66,"Rural","Female",NA
11817,"Freedonia",21,70,"Rural","Male",NA
49627,"Sylvania",21,65,"Rural","Female",185
25308,"Freedonia",22,65,"Rural","Male",NA
439,"Freedonia",22,74,"Rural","Male",NA
16950,"Sylvania",69,63,"City","Female",849
18203,"Sylvania",54,65,"City","Female",791
20169,"Sylvania",23,66,"Rural","Female",222
22727,"Sylvania",36,68,"City","Female",608
129547,"Freedonia",25,63,"Rural","Female",NA
28487,"Freedonia",31,69,"City","Female",NA
33307,"Sylvania",30,67,"City","Male",667
1953,"Sylvania",29,68,"City","Female",623
4685,"Sylvania",46,63,"Rural","Male",311
128885,"Sylvania",70,70,"City","Male",909
17027,"Sylvania",61,61,"City","Female",748
361376,"Sylvania",29,71,"City","Female",710
23915,"Freedonia",95,68,"Rural","Female",NA
27738,"Sylvania",21,65,"City","Male",-654
3902,"Sylvania",73,67,"City","Female",-951
9006,"Sylvania",36,68,"City","Male",759
3004,"Freedonia",20,61,"Rural","Female",NA
52075,"Sylvania",29,62,"City","Female",604
94882,"Sylvania",34,66,"City","Male",770
2869,"Sylvania",41,66,"City","Female",750
150751,"Freedonia",76,67,"City","Male",NA
12311,"Sylvania",79,60,"City","Female",773
6156,"Sylvania",83,66,"City","Male",927
7600,"Freedonia",24,66,"City","Female",NA
2009,"Sylvania",36,68,"Rural","Male",371
176128,"Sylvania",19,66,"City","Male",737
22543,"Freedonia",32,59,"City","Female",NA
560881,"Sylvania",30,63,"City","Male",896
79782,"Sylvania",72,62,"City","Female",867
55059,"Freedonia",41,63,"Rural","Male",NA
33655,"Freedonia",20,67,"City","Male",NA
294862,"Sylvania",47,67,"City","Male",966
242348,"Sylvania",50,67,"Rural","Male",360
17978,"Sylvania",31,62,"City","Male",781
7695,"Sylvania",51,71,"City","Male",949
7572,"Freedonia",32,67,"Rural","Female",NA
63967,"Sylvania",68,63,"City","Male",821
18317,"Sylvania",53,69,"Rural","Female",242
3858,"Freedonia",51,67,"Rural","Male",NA
80008,"Sylvania",21,65,"City","Female",604
19677,"Sylvania",19,63,"City","Male",735
174825,"Sylvania",84,69,"City","Female",939
193549,"Sylvania",35,65,"City","Female",653
3341,"Sylvania",43,64,"City","Male",946
60113,"Sylvania",45,58,"City","Male",829
175911,"Sylvania",57,68,"City","Female",769
96605,"Freedonia",74,63,"Rural","Female",NA
14645,"Sylvania",62,65,"City","Male",1149
8662,"Sylvania",42,63,"City","Male",908
4510,"Sylvania",94,63,"Rural","Female",297
34139,"Sylvania",59,63,"Rural","Male",274
53013,"Freedonia",35,69,"Rural","Female",NA
10440,"Sylvania",39,64,"City","Male",742
183352,"Freedonia",64,62,"City","Female",NA
16715,"Sylvania",37,69,"City","Male",904
202362,"Sylvania",35,62,"City","Male",767
139249,"Sylvania",20,68,"City","Female",585
5591,"Freedonia",71,60,"Rural","Male",NA
9346,"Sylvania",75,65,"Rural","Male",272
69602,"Sylvania",31,64,"Rural","Female",202
12596,"Freedonia",18,63,"Rural","Female",NA
217029,"Sylvania",18,63,"City","Male",763
10887,"Sylvania",94,65,"City","Male",1003
12864,"Freedonia",28,71,"Rural","Female",NA
39816,"Sylvania",33,63,"City","Female",660
14937,"Freedonia",33,65,"Rural","Female",NA
32541,"Freedonia",85,68,"City","Male",NA
8659,"Sylvania",41,63,"City","Male",856
8290,"Freedonia",55,65,"Rural","Male",NA
19840,"Sylvania",21,61,"City","Male",808
819834,"Sylvania",38,71,"City","Male",851
55110,"Sylvania",46,69,"Rural","Male",319
234979,"Sylvania",34,67,"City","Male",819
2515,"Sylvania",35,60,"City","Female",803
48040,"Sylvania",39,66,"City","Female",684
148484,"Freedonia",71,64,"City","Female",NA
42495,"Sylvania",22,65,"City","Female",740
9932,"Freedonia",33,67,"City","Male",NA
53568,"Sylvania",18,63,"City","Male",853
22358,"Freedonia",21,59,"Rural","Male",NA
514978,"Sylvania",25,71,"City","Female",650
5679,"Freedonia",26,63,"City","Female",NA
18887,"Sylvania",20,61,"City","Male",738
19636,"Freedonia",64,65,"Rural","Female",NA
9630,"Sylvania",25,61,"City","Male",846
75877,"Sylvania",18,61,"City","Male",727
108945,"Sylvania",27,57,"Rural","Male",300
7567,"Sylvania",43,66,"City","Male",810
3918,"Freedonia",51,63,"City","Male",NA
56784,"Sylvania",50,59,"City","Female",613
776,"Sylvania",63,69,"City","Male",794
44224,"Sylvania",63,64,"City","Male",945
19937,"Sylvania",23,70,"City","Female",656
34225,"Sylvania",22,64,"City","Male",912
17688,"Sylvania",26,68,"City","Female",-804
21618,"Sylvania",29,65,"Rural","Male",332
18314,"Freedonia",83,65,"Rural","Female",NA
30267,"Sylvania",50,69,"City","Male",865
8660,"Sylvania",78,69,"City","Male",1075
242175,"Freedonia",54,71,"City","Female",NA
70516,"Sylvania",34,60,"Rural","Female",248
9839,"Freedonia",41,65,"Rural","Female",NA
89776,"Freedonia",35,68,"City","Female",NA
110371,"Sylvania",26,67,"City","Female",636
44850,"Freedonia",39,68,"Rural","Female",NA
5458,"Sylvania",61,66,"City","Female",735
45911,"Sylvania",37,69,"City","Female",702
1020,"Sylvania",41,63,"City","Male",961
20102,"Sylvania",24,66,"City","Male",774
20250,"Sylvania",20,66,"City","Male",938
452361,"Sylvania",37,67,"City","Male",735
5727,"Freedonia",34,68,"Rural","Male",NA
3343,"Sylvania",60,70,"City","Female",805
27522,"Sylvania",32,58,"City","Male",779
75143,"Sylvania",18,60,"City","Female",586
17944,"Freedonia",20,66,"City","Female",NA
60002,"Sylvania",22,61,"City","Female",710
89061,"Sylvania",19,68,"Rural","Female",188
49507,"Sylvania",19,66,"City","Male",740
32331,"Sylvania",26,68,"City","Female",689
88584,"Sylvania",24,65,"City","Female",646
20013,"Sylvania",26,58,"City","Male",912
16470,"Sylvania",32,61,"City","Male",781
161993,"Freedonia",25,63,"City","Male",NA
29481,"Sylvania",19,65,"City","Female",477
2397,"Sylvania",55,63,"City","Male",964
22137,"Sylvania",36,67,"City","Male",756
65796,"Sylvania",27,67,"City","Female",572
1068284,"Sylvania",51,65,"City","Female",628
102193,"Sylvania",23,67,"Rural","Male",275
54891,"Sylvania",37,64,"Rural","Female",208
27875,"Sylvania",39,68,"Rural","Female",181
60939,"Sylvania",18,64,"City","Male",802
89828,"Freedonia",109,64,"Rural","Female",NA
97572,"Sylvania",42,65,"City","Male",875
74347,"Sylvania",39,66,"Rural","Female",225
49578,"Sylvania",45,70,"City","Male",1022
4428,"Sylvania",32,67,"Rural","Female",255
11244,"Sylvania",35,66,"Rural","Male",307
541879,"Sylvania",22,60,"Rural","Male",266
70243,"Freedonia",21,71,"City","Female",NA
8301,"Sylvania",31,62,"City","Female",702
46557,"Sylvania",42,62,"City","Female",754
15497,"Sylvania",52,71,"City","Male",865
50859,"Sylvania",26,69,"City","Female",659
157218,"Sylvania",67,64,"City","Female",723
160747,"Sylvania",23,69,"City","Male",720
267473,"Sylvania",26,66,"City","Male",714
39047,"Sylvania",22,64,"City","Male",770
209891,"Sylvania",23,68,"City","Female",577
109876,"Freedonia",37,69,"Rural","Male",NA
5372,"Freedonia",21,64,"Rural","Female",NA
50896,"Sylvania",30,63,"City","Female",611
204742,"Freedonia",61,63,"Rural","Female",NA
35125,"Sylvania",35,66,"Rural","Male",349
53366,"Sylvania",21,63,"City","Female",584
20150,"Freedonia",20,63,"City","Male",NA
3776,"Sylvania",24,64,"City","Female",578
240788,"Sylvania",18,68,"Rural","Male",276
12274,"Sylvania",27,68,"City","Male",696
37009,"Sylvania",51,70,"City","Male",991
124808,"Sylvania",31,68,"City","Female",667
125221,"Sylvania",25,63,"City","Female",683
49892,"Sylvania",26,63,"City","Male",717
297771,"Freedonia",20,66,"City","Male",NA
37479,"Freedonia",35,63,"Rural","Male",NA
177406,"Sylvania",66,63,"City","Male",964
135810,"Sylvania",30,67,"City","Female",520
185318,"Sylvania",44,60,"City","Female",627
10103,"Freedonia",44,62,"Rural","Male",NA
37652,"Freedonia",20,65,"Rural","Female",NA
20863,"Freedonia",25,69,"Rural","Female",NA
1289,"Sylvania",90,66,"Rural","Male",402
144665,"Freedonia",24,65,"Rural","Male",NA
266007,"Freedonia",79,62,"City","Female",NA
70805,"Sylvania",19,65,"Rural","Male",296
17948,"Freedonia",30,62,"City","Female",NA
38335,"Freedonia",85,61,"Rural","Female",NA
12787,"Sylvania",23,62,"City","Female",640
13141,"Sylvania",29,68,"City","Male",-705
33442,"Freedonia",42,64,"Rural","Female",NA
238921,"Sylvania",18,65,"City","Male",761
29051,"Freedonia",28,65,"Rural","Female",NA
8912,"Sylvania",35,67,"City","Female",702
34052,"Sylvania",40,63,"City","Female",678
40173,"Sylvania",24,64,"City","Male",731
5332,"Sylvania",28,68,"Rural","Male",342
1860,"Sylvania",28,60,"City","Male",643
14612,"Freedonia",18,68,"City","Male",NA
573498,"Sylvania",26,65,"City","Male",792
86712,"Freedonia",70,63,"Rural","Male",NA
1022159,"Sylvania",34,63,"City","Male",845
1712986,"Sylvania",21,65,"City","Male",788
153054,"Sylvania",50,66,"City","Female",826
29977,"Freedonia",26,69,"City","Male",NA
39561,"Sylvania",25,65,"City","Male",779
184463,"Freedonia",59,64,"Rural","Male",NA
106254,"Sylvania",40,66,"City","Male",838
4837,"Sylvania",67,67,"City","Female",708
18732,"Sylvania",57,68,"City","Female",776
308214,"Freedonia",19,65,"Rural","Female",NA
8874,"Sylvania",31,70,"City","Female",633
16403,"Freedonia",68,61,"Rural","Female",NA
9721,"Sylvania",54,69,"Rural","Male",377
3544,"Sylvania",63,63,"City","Female",795
4042,"Sylvania",18,65,"City","Female",608
22145,"Sylvania",30,64,"Rural","Male",278
