"TARGET","GENDER","MARRIAGE","CREDIT_LIMIT","AGE"
"PAID",1,1,110000,40
"PAID",2,2,20000,24
"PAID",2,2,30000,24
"NOT_PAID",1,2,180000,27
"PAID",1,1,20000,46
"PAID",2,2,50000,22
"PAID",2,2,180000,36
"PAID",1,1,2e+05,34
"PAID",2,2,260000,24
"NOT_PAID",1,1,320000,60
"NOT_PAID",2,2,160000,29
"NOT_PAID",1,2,30000,32
"PAID",2,1,50000,36
"PAID",1,2,50000,30
"PAID",2,2,90000,29
"PAID",1,2,240000,34
"NOT_PAID",2,1,180000,32
"PAID",2,1,2e+05,32
"PAID",2,2,50000,25
"PAID",1,1,50000,44
"PAID",2,1,330000,37
"NOT_PAID",2,2,80000,24
"PAID",2,2,50000,23
"PAID",2,2,360000,29
"PAID",2,1,240000,37
"PAID",1,1,50000,59
"PAID",1,2,470000,33
"PAID",2,1,160000,51
"NOT_PAID",1,1,30000,27
"PAID",2,1,80000,32
"PAID",2,2,5e+05,42
"PAID",1,2,180000,39
"PAID",2,1,110000,46
"PAID",1,1,160000,41
"PAID",2,2,210000,30
"NOT_PAID",2,1,2e+05,34
"PAID",1,2,350000,35
"NOT_PAID",1,2,250000,41
"NOT_PAID",1,2,380000,43
"PAID",1,2,30000,47
"PAID",1,2,2e+05,31
"PAID",1,2,30000,30
"PAID",1,2,50000,24
"PAID",1,1,5e+05,36
"PAID",1,2,30000,28
"PAID",2,1,220000,36
"PAID",2,1,20000,27
"PAID",2,1,180000,32
"NOT_PAID",1,1,3e+05,42
"PAID",2,1,130000,33
"NOT_PAID",2,1,180000,39
"PAID",2,3,150000,30
"NOT_PAID",1,1,140000,30
"PAID",2,2,50000,22
"NOT_PAID",1,2,20000,25
"PAID",1,2,180000,28
"NOT_PAID",1,2,180000,26
"PAID",2,1,150000,54
"PAID",2,2,70000,24
"PAID",1,2,30000,29
"NOT_PAID",1,2,5e+05,36
"PAID",1,1,60000,49
"PAID",2,2,50000,23
"NOT_PAID",1,2,130000,43
"PAID",2,1,260000,33
"PAID",1,1,380000,53
"PAID",2,2,360000,25
"PAID",1,1,50000,54
"PAID",2,1,50000,39
"NOT_PAID",2,1,260000,44
"PAID",2,2,80000,27
"NOT_PAID",2,2,360000,25
"NOT_PAID",2,2,290000,29
"PAID",1,2,2e+05,39
"PAID",1,1,140000,45
"NOT_PAID",1,1,360000,38
"NOT_PAID",2,2,50000,23
"PAID",1,2,120000,25
"PAID",1,1,1e+05,29
"PAID",2,1,2e+05,28
"PAID",2,1,90000,40
"NOT_PAID",1,2,360000,36
"NOT_PAID",2,2,150000,30
"PAID",1,2,140000,29
"PAID",2,2,2e+05,36
"PAID",2,1,170000,37
"PAID",1,2,30000,34
"PAID",2,2,80000,27
"PAID",1,2,280000,31
"PAID",2,1,410000,31
"PAID",1,2,450000,38
"PAID",1,2,80000,36
"PAID",1,1,360000,46
"PAID",2,1,130000,36
"NOT_PAID",2,2,160000,26
"NOT_PAID",2,2,140000,57
"PAID",2,1,240000,40
"PAID",2,0,180000,45
"PAID",1,3,70000,57
"PAID",2,2,150000,25
"PAID",2,1,210000,37
"PAID",2,1,2e+05,35
"PAID",1,2,310000,33
"PAID",1,1,180000,38
"PAID",1,2,3e+05,31
"PAID",2,2,450000,41
"PAID",1,2,2e+05,33
"NOT_PAID",2,1,30000,67
"PAID",2,1,4e+05,40
"PAID",1,2,170000,33
"NOT_PAID",2,2,140000,31
"PAID",2,2,2e+05,35
"PAID",2,3,60000,39
"NOT_PAID",1,2,60000,27
"PAID",1,2,150000,23
"NOT_PAID",1,1,180000,54
"PAID",2,2,50000,23
"PAID",1,2,50000,24
"PAID",1,2,20000,26
"NOT_PAID",2,2,230000,52
"PAID",2,1,110000,42
"PAID",2,2,90000,36
"NOT_PAID",2,2,20000,22
"PAID",2,2,30000,23
"NOT_PAID",1,1,220000,30
"NOT_PAID",2,2,140000,24
"PAID",2,1,3e+05,42
"PAID",1,1,1e+05,49
"PAID",1,2,110000,31
"PAID",2,2,270000,33
"PAID",1,1,30000,42
"PAID",1,2,70000,41
"PAID",1,1,230000,53
"PAID",1,2,20000,23
"PAID",2,2,190000,33
"PAID",2,1,20000,29
"PAID",2,1,80000,67
"NOT_PAID",1,1,20000,33
"NOT_PAID",2,1,60000,34
"PAID",1,1,50000,49
"NOT_PAID",2,1,280000,56
"PAID",1,1,3e+05,42
"NOT_PAID",2,1,30000,55
"PAID",2,1,270000,25
"PAID",1,2,1e+05,30
"NOT_PAID",1,2,240000,43
"PAID",1,2,2e+05,40
"PAID",2,2,110000,35
"PAID",1,1,230000,61
"NOT_PAID",2,1,150000,44
"PAID",1,2,350000,33
"PAID",1,1,360000,66
"PAID",2,2,150000,40
"PAID",1,2,1e+05,47
"PAID",1,2,5e+05,27
"PAID",1,2,5e+05,35
"PAID",2,1,180000,47
"PAID",2,1,4e+05,39
"PAID",2,2,1e+05,29
"PAID",1,1,10000,32
"PAID",2,2,60000,30
"NOT_PAID",2,2,50000,25
"PAID",2,2,80000,23
"PAID",2,1,110000,43
"NOT_PAID",2,1,410000,41
"PAID",2,1,260000,40
"PAID",2,1,30000,35
"PAID",2,2,310000,28
"PAID",2,2,70000,38
"PAID",1,2,250000,31
"PAID",1,1,210000,29
"NOT_PAID",1,1,360000,41
"PAID",1,2,50000,31
"PAID",1,2,670000,29
"PAID",1,2,130000,26
"PAID",1,1,170000,42
"PAID",1,2,30000,29
"PAID",1,1,110000,50
"NOT_PAID",2,2,210000,46
"NOT_PAID",2,2,30000,24
"PAID",2,1,260000,46
"PAID",2,2,150000,28
"NOT_PAID",2,1,20000,35
"PAID",2,1,380000,40
"PAID",2,1,2e+05,41
"PAID",2,1,120000,47
"NOT_PAID",1,1,80000,54
"PAID",2,2,30000,33
"PAID",1,2,110000,29
"PAID",2,1,50000,44
"PAID",2,1,90000,24
"PAID",1,2,110000,33
"PAID",1,1,50000,54
"PAID",1,2,60000,27
"NOT_PAID",2,2,150000,37
"PAID",1,2,20000,24
"NOT_PAID",2,1,140000,54
"PAID",2,1,120000,34
"NOT_PAID",2,2,2e+05,40
"NOT_PAID",1,2,20000,30
"PAID",1,2,50000,26
"PAID",2,1,2e+05,41
"PAID",2,2,1e+05,29
"PAID",1,1,3e+05,38
"PAID",2,2,5e+05,35
"PAID",2,1,360000,52
"PAID",2,2,160000,29
"NOT_PAID",2,2,50000,23
"NOT_PAID",2,1,230000,34
"PAID",2,2,2e+05,34
"PAID",1,1,270000,44
"PAID",2,1,50000,36
"PAID",1,2,20000,28
"PAID",2,2,60000,31
"PAID",1,2,50000,31
"PAID",1,1,50000,41
"PAID",2,1,130000,44
"PAID",2,2,230000,47
"PAID",1,2,20000,25
"PAID",2,2,30000,25
"PAID",2,1,2e+05,39
"PAID",2,1,140000,24
"NOT_PAID",2,1,1e+05,35
"NOT_PAID",1,1,240000,32
"NOT_PAID",2,2,70000,31
"PAID",1,2,360000,33
"PAID",2,2,140000,30
"PAID",1,1,50000,52
"PAID",2,1,210000,36
"PAID",1,2,280000,30
"NOT_PAID",2,2,180000,42
"PAID",2,2,150000,30
"PAID",1,1,20000,47
"PAID",2,1,350000,29
"PAID",2,2,130000,23
"PAID",1,1,470000,39
"PAID",2,1,340000,48
"PAID",1,2,80000,26
"PAID",1,2,70000,33
"PAID",2,1,230000,44
"PAID",2,1,180000,36
"PAID",2,1,210000,39
"PAID",1,2,20000,24
"PAID",2,2,140000,25
"PAID",1,2,2e+05,52
"PAID",2,1,50000,59
"PAID",2,2,80000,23
"PAID",2,2,30000,48
"NOT_PAID",2,2,140000,28
"PAID",1,1,80000,62
"PAID",2,1,220000,38
"PAID",2,2,180000,32
"NOT_PAID",2,1,140000,29
"NOT_PAID",1,2,180000,25
"PAID",2,2,50000,35
"PAID",2,2,170000,27
"PAID",1,2,50000,38
"PAID",1,2,50000,24
"PAID",1,1,3e+05,29
"PAID",2,2,390000,27
"NOT_PAID",2,1,90000,55
"PAID",2,2,2e+05,29
"PAID",1,2,460000,29
"PAID",1,2,10000,23
"NOT_PAID",1,1,20000,30
"PAID",2,1,50000,50
"PAID",2,1,480000,38
"PAID",2,2,180000,24
"PAID",2,2,240000,29
"PAID",1,2,250000,38
"NOT_PAID",2,2,270000,34
"PAID",1,1,2e+05,37
"PAID",2,1,1e+05,66
"PAID",2,1,160000,39
"PAID",2,1,80000,45
"PAID",1,1,130000,44
"NOT_PAID",2,2,340000,44
"PAID",1,1,360000,36
"PAID",2,1,120000,40
"PAID",1,2,120000,29
"PAID",2,2,3e+05,48
"PAID",2,2,60000,23
"PAID",2,1,210000,50
"NOT_PAID",2,1,210000,29
"NOT_PAID",2,1,70000,49
"PAID",1,1,2e+05,33
"NOT_PAID",2,1,230000,51
"NOT_PAID",1,1,20000,23
"PAID",2,1,210000,37
"PAID",2,2,160000,26
"NOT_PAID",2,1,290000,30
"PAID",2,1,80000,26
"PAID",1,2,360000,43
"PAID",1,2,230000,32
"PAID",1,1,360000,54
"PAID",2,1,340000,30
"PAID",2,2,50000,22
"PAID",1,2,80000,38
"PAID",2,2,50000,24
"PAID",2,2,30000,24
"PAID",1,2,210000,26
"NOT_PAID",2,1,150000,42
"PAID",1,2,20000,21
"NOT_PAID",1,2,20000,22
"PAID",2,1,240000,41
"PAID",2,1,5e+05,50
"NOT_PAID",2,1,90000,23
"PAID",1,2,50000,46
"NOT_PAID",2,2,50000,22
"PAID",1,2,680000,37
"PAID",1,1,50000,47
"PAID",2,1,1e+05,40
"PAID",2,2,280000,30
"NOT_PAID",1,2,30000,54
"NOT_PAID",1,2,50000,27
"PAID",1,1,60000,33
"NOT_PAID",1,1,120000,57
"PAID",2,1,80000,35
"PAID",1,1,5e+05,45
"PAID",2,1,70000,32
"PAID",2,1,160000,45
"NOT_PAID",2,1,1e+05,50
"PAID",1,2,10000,35
"PAID",1,2,90000,26
"NOT_PAID",1,1,170000,39
"PAID",2,2,90000,35
"PAID",2,2,180000,42
"NOT_PAID",2,1,350000,52
"PAID",1,2,270000,35
"NOT_PAID",2,2,2e+05,29
"PAID",2,2,20000,22
"PAID",1,2,1e+05,30
"PAID",1,1,290000,46
"PAID",1,2,70000,28
"PAID",1,2,230000,26
"PAID",2,2,180000,28
"PAID",1,2,210000,33
"PAID",1,2,50000,24
"PAID",1,2,150000,37
"NOT_PAID",1,1,380000,50
"PAID",1,1,50000,44
"NOT_PAID",2,1,150000,43
"PAID",1,2,220000,29
"PAID",2,2,80000,27
"PAID",2,1,220000,32
"PAID",2,2,70000,34
"NOT_PAID",1,2,120000,37
"PAID",2,2,180000,32
"PAID",2,1,50000,57
"PAID",2,3,10000,46
"PAID",2,1,370000,53
"PAID",2,2,20000,26
"PAID",1,1,150000,34
"NOT_PAID",1,2,20000,26
"PAID",2,1,480000,54
"PAID",1,2,50000,26
"PAID",1,2,170000,31
"PAID",2,2,4e+05,30
"PAID",2,2,2e+05,31
"PAID",1,2,360000,34
"PAID",2,2,140000,36
"PAID",1,1,260000,34
"PAID",2,2,440000,26
"PAID",1,1,5e+05,43
"PAID",2,1,230000,29
"PAID",1,1,470000,41
"NOT_PAID",2,1,20000,48
"PAID",2,2,210000,24
"PAID",2,2,20000,23
"PAID",2,1,20000,53
"PAID",2,1,2e+05,34
"NOT_PAID",2,2,250000,36
"PAID",1,2,3e+05,41
"PAID",2,2,320000,30
"PAID",1,2,50000,29
"PAID",2,1,2e+05,34
"NOT_PAID",2,2,80000,29
"NOT_PAID",1,1,70000,37
"PAID",1,2,60000,36
"NOT_PAID",2,2,10000,22
"PAID",2,2,50000,30
"NOT_PAID",1,2,140000,26
"PAID",1,2,30000,25
"PAID",1,1,190000,49
"PAID",2,2,70000,23
"PAID",2,1,330000,28
"PAID",2,2,110000,24
"PAID",1,1,270000,47
"NOT_PAID",1,1,160000,31
"PAID",1,2,20000,24
"PAID",1,2,320000,32
"PAID",1,2,430000,31
"PAID",2,1,50000,37
"NOT_PAID",1,1,140000,48
"PAID",1,1,5e+05,49
"PAID",1,1,80000,45
"PAID",2,1,390000,34
"PAID",2,1,250000,43
"PAID",2,2,390000,31
"PAID",2,1,1e+05,35
"PAID",2,1,360000,42
"PAID",1,2,140000,36
"PAID",1,1,110000,51
"PAID",1,1,170000,48
"PAID",1,1,170000,48
"PAID",2,2,180000,25
"PAID",1,1,140000,41
"PAID",2,1,20000,49
"PAID",1,2,150000,28
"PAID",2,2,50000,28
"NOT_PAID",2,1,160000,38
"PAID",1,1,80000,41
"NOT_PAID",2,2,3e+05,29
"PAID",2,2,60000,32
"NOT_PAID",2,2,70000,26
"PAID",2,2,290000,31
"PAID",2,2,80000,23
"NOT_PAID",2,1,50000,53
"PAID",2,2,2e+05,49
"PAID",2,1,2e+05,34
"NOT_PAID",2,2,50000,22
"PAID",2,2,20000,26
"NOT_PAID",1,1,2e+05,38
"PAID",2,2,120000,35
"PAID",2,1,220000,49
"PAID",1,2,630000,40
"PAID",2,2,3e+05,34
"NOT_PAID",2,2,10000,49
"PAID",1,2,50000,29
"NOT_PAID",2,1,280000,39
"PAID",1,2,130000,30
"PAID",2,1,30000,28
"PAID",2,1,50000,27
"PAID",2,1,70000,38
"PAID",1,2,80000,29
"NOT_PAID",2,1,20000,22
"PAID",1,1,390000,41
"PAID",2,2,470000,32
"PAID",2,2,240000,30
"PAID",2,2,140000,29
"NOT_PAID",2,1,260000,37
"PAID",2,2,150000,25
"PAID",1,1,120000,46
"PAID",2,1,20000,47
"PAID",2,2,260000,42
"NOT_PAID",1,2,50000,22
"PAID",2,2,180000,27
"PAID",2,1,310000,35
"PAID",1,1,360000,44
"PAID",2,2,180000,30
"PAID",2,1,270000,42
"PAID",1,2,70000,28
"PAID",1,2,50000,24
"PAID",2,2,30000,50
"PAID",2,1,50000,54
"PAID",1,1,350000,37
"PAID",1,1,2e+05,58
"PAID",1,2,80000,26
"PAID",2,1,60000,31
"PAID",1,1,30000,52
"PAID",2,2,110000,36
"PAID",2,2,3e+05,27
"PAID",2,1,50000,22
"PAID",1,2,5e+05,39
"PAID",1,2,360000,36
"PAID",2,1,20000,39
"PAID",1,1,220000,39
"PAID",2,2,20000,22
"NOT_PAID",1,1,60000,37
"PAID",2,2,170000,30
"PAID",2,1,2e+05,26
"PAID",2,2,20000,23
"PAID",2,2,140000,23
"PAID",2,2,330000,35
"NOT_PAID",2,2,180000,24
"PAID",2,1,360000,35
"PAID",1,1,20000,51
"PAID",2,2,50000,23
"PAID",2,1,1e+05,25
"PAID",1,1,30000,36
"NOT_PAID",2,1,70000,44
"PAID",1,2,470000,33
"PAID",2,1,3e+05,36
"NOT_PAID",2,1,3e+05,45
"PAID",2,2,2e+05,26
"PAID",2,1,150000,41
"NOT_PAID",2,2,220000,25
"PAID",1,2,420000,31
"PAID",2,2,210000,45
"PAID",1,1,450000,58
"PAID",1,1,30000,38
"PAID",1,1,240000,30
"PAID",2,2,420000,25
"PAID",2,2,60000,25
"PAID",2,2,30000,24
"PAID",2,2,80000,29
"PAID",1,2,50000,37
"PAID",1,2,230000,27
"PAID",1,2,2e+05,31
"PAID",2,2,230000,28
"PAID",2,2,130000,24
"PAID",2,2,2e+05,27
"PAID",2,2,90000,33
"PAID",1,2,120000,27
"PAID",1,2,2e+05,42
"PAID",2,2,20000,32
"NOT_PAID",2,1,210000,37
"PAID",2,2,80000,44
"PAID",2,1,50000,29
"NOT_PAID",2,1,70000,42
"NOT_PAID",1,2,230000,32
"PAID",1,2,20000,52
"PAID",1,2,30000,44
"NOT_PAID",1,2,1e+05,31
"NOT_PAID",2,2,80000,29
"PAID",1,2,210000,33
"PAID",1,2,50000,54
"PAID",2,2,130000,23
"PAID",2,2,70000,24
"PAID",2,1,210000,33
"NOT_PAID",1,1,1e+05,44
"PAID",1,0,2e+05,51
"NOT_PAID",1,2,40000,24
"PAID",2,2,80000,25
"NOT_PAID",2,1,210000,37
"PAID",2,2,20000,23
"PAID",1,2,10000,34
"NOT_PAID",2,1,60000,50
"PAID",2,1,40000,25
"NOT_PAID",2,2,290000,33
"PAID",1,1,50000,54
"PAID",1,2,20000,25
"PAID",1,2,30000,26
"PAID",1,1,20000,32
"PAID",2,3,50000,43
"NOT_PAID",1,1,5e+05,42
"NOT_PAID",2,2,90000,24
"PAID",1,2,10000,26
"NOT_PAID",2,1,50000,37
"PAID",1,2,120000,36
"PAID",2,2,2e+05,27
"PAID",2,1,3e+05,50
"PAID",2,2,90000,24
"PAID",1,1,90000,27
"NOT_PAID",2,2,140000,23
"PAID",2,1,180000,39
"PAID",1,1,360000,39
"NOT_PAID",2,2,160000,29
"PAID",1,1,1e+05,45
"NOT_PAID",1,2,20000,21
"PAID",1,1,360000,36
"PAID",1,2,230000,39
"NOT_PAID",2,2,110000,29
"PAID",1,2,210000,37
"PAID",1,2,2e+05,26
"PAID",1,2,50000,44
"NOT_PAID",2,2,210000,30
"PAID",1,2,280000,31
"PAID",1,1,5e+05,40
"PAID",2,2,30000,25
"PAID",2,1,340000,36
"PAID",1,2,360000,32
"PAID",2,2,70000,22
"NOT_PAID",2,3,20000,44
"PAID",1,2,230000,32
"PAID",1,1,60000,41
"NOT_PAID",1,2,50000,28
"NOT_PAID",2,2,50000,29
"PAID",2,2,130000,28
"PAID",1,2,160000,52
"PAID",2,2,60000,48
"PAID",1,2,160000,43
"PAID",2,2,180000,25
"PAID",1,1,170000,36
"NOT_PAID",2,2,360000,35
"PAID",2,1,130000,34
"PAID",2,2,180000,48
"PAID",1,2,20000,27
"PAID",2,1,230000,43
"PAID",2,1,220000,30
"PAID",1,1,240000,43
"PAID",1,1,50000,54
"PAID",2,1,310000,39
"PAID",1,1,350000,70
"PAID",2,2,50000,24
"PAID",2,1,2e+05,30
"PAID",1,2,480000,53
"NOT_PAID",2,1,180000,27
"PAID",2,2,2e+05,33
"PAID",1,1,20000,34
"PAID",1,2,50000,48
"NOT_PAID",2,2,210000,33
"PAID",2,2,20000,24
"PAID",2,1,150000,31
"PAID",2,2,50000,25
"NOT_PAID",1,1,190000,49
"PAID",2,2,290000,27
"PAID",1,1,420000,39
"PAID",2,2,340000,36
"PAID",1,2,60000,40
"PAID",2,2,90000,27
"NOT_PAID",2,2,30000,27
"PAID",2,1,160000,37
"PAID",1,2,20000,35
"NOT_PAID",2,1,90000,25
"PAID",1,2,120000,27
"PAID",1,2,120000,38
"PAID",2,1,360000,50
"PAID",2,2,160000,32
"PAID",2,1,320000,34
"PAID",1,2,20000,25
"PAID",2,2,230000,29
"PAID",1,1,50000,44
"PAID",1,1,50000,48
"PAID",2,2,40000,24
"PAID",2,1,120000,27
"NOT_PAID",2,2,130000,25
"PAID",2,2,110000,28
"NOT_PAID",1,2,20000,22
"PAID",1,2,50000,22
"PAID",2,1,120000,30
"PAID",1,2,50000,34
"NOT_PAID",2,2,360000,34
"NOT_PAID",2,1,240000,44
"PAID",1,2,150000,32
"PAID",2,2,50000,23
"NOT_PAID",2,2,5e+05,42
"PAID",2,1,110000,33
"NOT_PAID",1,1,170000,48
"PAID",2,1,230000,29
"PAID",2,3,20000,47
"PAID",2,1,1e+05,41
"PAID",1,2,110000,28
"NOT_PAID",1,1,340000,52
"PAID",1,2,50000,37
"PAID",1,1,310000,50
"NOT_PAID",2,1,50000,31
"NOT_PAID",2,1,240000,38
"PAID",2,1,50000,48
"PAID",2,2,150000,34
"PAID",1,2,140000,44
"PAID",2,1,30000,56
"NOT_PAID",2,1,3e+05,30
"PAID",1,2,50000,29
"PAID",2,1,280000,37
"PAID",2,2,120000,23
"PAID",2,1,30000,27
"NOT_PAID",2,2,30000,23
"PAID",1,1,180000,45
"PAID",1,1,150000,33
"PAID",2,1,110000,40
"NOT_PAID",1,2,50000,24
"PAID",2,1,230000,43
"PAID",2,2,230000,25
"PAID",2,2,160000,46
"PAID",1,2,50000,36
"PAID",2,1,210000,36
"PAID",2,1,120000,38
"PAID",2,1,240000,42
"PAID",1,3,20000,47
"PAID",2,2,50000,40
"PAID",2,2,50000,70
"PAID",2,1,50000,32
"PAID",1,2,1e+05,52
"PAID",2,1,390000,49
"PAID",1,2,550000,31
"PAID",2,2,450000,36
"PAID",2,1,80000,50
"PAID",2,1,50000,48
"PAID",2,2,50000,33
"PAID",1,1,180000,44
"PAID",1,2,240000,35
"PAID",2,2,320000,29
"PAID",2,1,480000,35
"PAID",2,1,150000,37
"PAID",2,2,110000,29
"PAID",1,2,240000,30
"NOT_PAID",1,2,50000,33
"PAID",1,2,120000,27
"PAID",2,1,150000,31
"PAID",2,2,1e+05,53
"PAID",2,2,260000,38
"PAID",2,2,250000,26
"PAID",2,2,1e+05,26
"NOT_PAID",1,1,160000,51
"NOT_PAID",2,1,270000,37
"PAID",2,2,390000,42
"PAID",2,1,210000,43
"PAID",2,2,30000,23
"PAID",2,1,3e+05,30
"PAID",2,1,190000,38
"NOT_PAID",2,1,130000,35
"PAID",1,1,360000,44
"NOT_PAID",1,1,320000,35
"NOT_PAID",1,3,20000,35
"PAID",1,1,360000,32
"PAID",2,2,190000,25
"NOT_PAID",2,2,90000,33
"PAID",2,2,30000,26
"PAID",1,2,240000,29
"PAID",2,2,40000,26
"PAID",1,2,170000,36
"PAID",1,2,180000,37
"NOT_PAID",1,1,20000,63
"PAID",2,1,150000,48
"NOT_PAID",2,1,50000,47
"PAID",2,1,140000,31
"PAID",1,2,50000,31
"PAID",1,2,2e+05,34
"PAID",2,1,1e+05,43
"PAID",2,2,250000,32
"PAID",2,2,80000,38
"PAID",2,1,170000,50
"PAID",1,2,80000,29
"PAID",1,1,50000,49
"PAID",2,2,30000,40
"NOT_PAID",2,2,70000,34
"PAID",2,1,30000,47
"PAID",1,1,2e+05,34
"PAID",2,2,1e+05,27
"NOT_PAID",1,2,20000,44
"PAID",1,2,2e+05,29
"NOT_PAID",1,1,50000,72
"NOT_PAID",1,1,50000,48
"NOT_PAID",2,2,50000,27
"PAID",1,1,220000,44
"PAID",2,1,240000,39
"PAID",1,1,50000,40
"PAID",2,1,5e+05,45
"PAID",1,2,170000,26
"PAID",1,1,30000,34
"NOT_PAID",1,1,3e+05,43
"PAID",1,2,50000,30
"PAID",2,1,1e+05,31
"NOT_PAID",2,2,150000,29
"PAID",1,2,50000,28
"PAID",2,2,190000,31
"PAID",2,2,20000,22
"PAID",2,1,50000,55
"NOT_PAID",2,1,30000,39
"PAID",2,2,90000,27
"NOT_PAID",2,2,5e+05,36
"PAID",1,1,280000,40
"PAID",1,1,30000,31
"PAID",2,1,90000,36
"NOT_PAID",1,1,2e+05,42
"PAID",1,2,1e+05,30
"PAID",1,2,20000,40
"PAID",1,1,50000,51
"PAID",2,3,50000,51
"PAID",1,2,290000,32
"PAID",2,2,220000,36
"PAID",1,1,440000,37
"NOT_PAID",1,2,50000,49
"PAID",1,2,3e+05,31
"PAID",2,1,290000,50
"PAID",1,1,390000,40
"PAID",2,2,50000,24
"NOT_PAID",2,2,220000,31
"PAID",2,2,150000,29
"PAID",1,2,50000,24
"PAID",1,1,2e+05,44
"PAID",2,2,120000,30
"PAID",2,1,230000,61
"PAID",2,1,180000,28
"PAID",1,2,20000,22
"PAID",1,2,20000,23
"NOT_PAID",1,1,50000,46
"PAID",2,2,290000,24
"PAID",2,2,290000,54
"PAID",2,2,150000,27
"PAID",2,2,190000,53
"NOT_PAID",2,2,80000,25
"PAID",1,1,250000,47
"NOT_PAID",1,1,20000,35
"PAID",2,1,180000,45
"PAID",1,2,80000,25
"PAID",1,2,3e+05,31
"PAID",2,1,50000,51
"PAID",2,1,70000,40
"NOT_PAID",2,2,150000,30
"PAID",2,2,320000,29
"PAID",2,2,60000,24
"NOT_PAID",1,2,20000,32
"PAID",1,2,230000,35
"PAID",2,1,310000,29
"PAID",2,2,230000,36
"PAID",2,1,2e+05,40
"NOT_PAID",2,2,1e+05,30
"PAID",1,1,310000,64
"NOT_PAID",1,1,180000,33
"PAID",2,1,390000,38
"PAID",2,2,20000,26
"PAID",2,1,50000,26
"PAID",1,2,140000,29
"NOT_PAID",1,2,170000,37
"PAID",2,1,250000,45
"NOT_PAID",2,1,50000,40
"PAID",2,2,250000,36
"PAID",1,2,90000,27
"NOT_PAID",1,1,90000,44
"PAID",2,2,160000,27
"PAID",1,2,360000,29
"PAID",2,2,330000,26
"PAID",2,1,50000,54
"NOT_PAID",2,1,60000,42
"PAID",2,2,10000,42
"PAID",1,1,70000,41
"NOT_PAID",2,1,150000,31
"NOT_PAID",2,2,250000,33
"PAID",2,1,130000,33
"PAID",1,2,130000,27
"PAID",2,1,1e+05,36
"PAID",1,2,130000,37
"NOT_PAID",2,2,80000,29
"PAID",1,2,380000,41
"NOT_PAID",2,2,20000,23
"PAID",1,2,20000,25
"NOT_PAID",1,1,140000,54
"PAID",1,2,180000,33
"PAID",2,2,230000,29
"PAID",1,2,90000,32
"PAID",1,2,160000,29
"PAID",2,2,50000,22
"PAID",2,2,140000,29
"PAID",2,1,250000,31
"PAID",2,2,120000,24
"PAID",2,2,120000,27
"PAID",2,1,260000,40
"NOT_PAID",1,2,10000,38
"PAID",2,1,60000,38
"PAID",2,1,60000,29
"PAID",1,2,50000,27
"PAID",1,1,130000,34
"PAID",1,2,130000,34
"PAID",2,2,360000,32
"PAID",2,1,80000,36
"PAID",1,2,50000,26
"PAID",2,1,290000,33
"PAID",1,1,2e+05,53
"PAID",1,2,20000,27
"PAID",1,2,5e+05,33
"PAID",2,2,130000,26
"NOT_PAID",2,2,30000,27
"NOT_PAID",2,2,20000,24
"PAID",2,2,70000,26
"PAID",1,2,2e+05,27
"NOT_PAID",2,1,50000,46
"PAID",1,1,360000,56
"PAID",2,1,50000,56
"PAID",2,1,180000,26
"NOT_PAID",1,2,50000,25
"PAID",2,2,120000,28
"NOT_PAID",2,1,80000,37
"PAID",2,1,330000,47
"NOT_PAID",1,1,40000,43
"PAID",1,2,50000,26
"PAID",1,1,80000,48
"PAID",1,1,450000,41
"PAID",2,1,30000,48
"PAID",1,1,160000,28
"PAID",2,2,80000,22
"PAID",1,1,4e+05,34
"NOT_PAID",1,1,220000,60
"NOT_PAID",2,1,40000,25
"PAID",2,2,280000,27
"PAID",2,2,50000,25
"PAID",1,2,110000,26
"PAID",2,1,180000,44
"PAID",2,2,2e+05,26
"PAID",2,2,390000,33
"PAID",2,2,4e+05,29
"NOT_PAID",2,2,120000,37
"PAID",1,2,2e+05,34
"PAID",1,1,280000,33
"PAID",2,2,230000,27
"PAID",2,1,280000,36
"PAID",1,2,130000,28
"NOT_PAID",2,1,160000,35
"PAID",1,1,120000,47
"PAID",2,1,3e+05,31
"PAID",2,2,20000,31
"NOT_PAID",1,2,450000,31
"PAID",1,1,250000,30
"PAID",2,1,1e+05,58
"PAID",2,2,150000,27
"PAID",1,2,140000,35
"PAID",2,2,5e+05,46
"PAID",1,2,20000,36
"PAID",1,2,50000,53
"NOT_PAID",1,2,1e+05,39
"PAID",2,2,2e+05,27
"PAID",2,2,150000,37
"PAID",1,2,80000,23
"PAID",1,1,160000,40
"PAID",2,1,180000,44
"PAID",2,1,270000,32
"PAID",2,2,180000,41
"NOT_PAID",1,1,120000,54
"PAID",2,2,110000,29
"PAID",2,1,50000,61
"PAID",2,2,2e+05,30
"PAID",2,1,70000,23
"PAID",2,2,360000,30
"NOT_PAID",2,1,260000,35
"PAID",1,1,50000,32
"PAID",2,1,380000,39
"PAID",1,2,50000,24
"NOT_PAID",1,1,20000,38
"PAID",1,2,270000,32
"PAID",1,2,460000,32
"PAID",1,2,60000,24
"PAID",2,1,2e+05,35
"NOT_PAID",2,2,50000,37
"PAID",2,2,20000,22
"NOT_PAID",2,1,290000,40
"PAID",2,2,110000,36
"NOT_PAID",2,1,160000,51
"PAID",2,1,70000,31
"NOT_PAID",2,2,2e+05,39
"PAID",2,2,80000,40
