InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537200,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,12/5/2010 14:17,1.25,15867,United Kingdom
537201,22962,JAM JAR WITH PINK LID,24,12/5/2010 14:19,0.85,12472,Germany
537201,22973,CHILDREN'S CIRCUS PARADE MUG,12,12/5/2010 14:19,1.65,12472,Germany
537201,22574,HEART WOODEN CHRISTMAS DECORATION,12,12/5/2010 14:19,0.85,12472,Germany
537208,84597C,RETRO PINK BALL ASHTRAY ,1,12/5/2010 15:12,1.25,15889,United Kingdom
537208,21635,MADRAS NOTEBOOK LARGE ,4,12/5/2010 15:12,3.75,15889,United Kingdom
537209,17003,BROCADE RING PURSE ,3,12/5/2010 15:12,0.21,14606,United Kingdom
537212,22960,JAM MAKING SET WITH JARS,6,12/5/2010 15:21,4.25,12720,Germany
537214,21094,SET/6 RED SPOTTY PAPER PLATES,192,12/5/2010 15:35,0.64,16422,United Kingdom
537218,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,12/5/2010 15:46,0.85,12763,Japan
537219,22632,HAND WARMER RED RETROSPOT,2,12/5/2010 15:47,2.1,14081,United Kingdom
537219,84375,SET OF 20 KIDS COOKIE CUTTERS,3,12/5/2010 15:47,2.1,14081,United Kingdom
537219,22423,REGENCY CAKESTAND 3 TIER,2,12/5/2010 15:47,12.75,14081,United Kingdom
537224,70007,HI TEC ALPINE HAND WARMER,1,12/5/2010 16:24,1.65,13174,United Kingdom
537224,21192,WHITE BELL HONEYCOMB PAPER ,5,12/5/2010 16:24,1.65,13174,United Kingdom
537224,21807,WHITE CHRISTMAS STAR DECORATION,1,12/5/2010 16:24,0.42,13174,United Kingdom
537225,20757,RED DAISY POCKET BOOK ,6,12/5/2010 16:41,0.85,12748,United Kingdom
537237,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7,12/6/2010 9:58,1.28,,United Kingdom
537237,21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,2,12/6/2010 9:58,1.66,,United Kingdom
537237,21900,"KEY FOB , SHED",1,12/6/2010 9:58,1.66,,United Kingdom
537237,22079,RIBBON REEL HEARTS DESIGN ,1,12/6/2010 9:58,3.36,,United Kingdom
537237,22198,LARGE POPCORN HOLDER ,18,12/6/2010 9:58,3.36,,United Kingdom
537237,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,12/6/2010 9:58,8.47,,United Kingdom
537237,22423,REGENCY CAKESTAND 3 TIER,48,12/6/2010 9:58,12.72,,United Kingdom
537237,22563,HAPPY STENCIL CRAFT,1,12/6/2010 9:58,2.51,,United Kingdom
537237,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,12/6/2010 9:58,5.91,,United Kingdom
537237,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 9:58,7.62,,United Kingdom
537237,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,12/6/2010 9:58,5.91,,United Kingdom
537237,22862,LOVE HEART NAPKIN BOX ,1,12/6/2010 9:58,8.47,,United Kingdom
537237,46776E,WOVEN CANDY CUSHION COVER ,1,12/6/2010 9:58,4.21,,United Kingdom
537237,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,12/6/2010 9:58,8.47,,United Kingdom
537237,82567,"AIRLINE LOUNGE,METAL SIGN",1,12/6/2010 9:58,4.21,,United Kingdom
537237,84459B,YELLOW METAL CHICKEN HEART ,1,12/6/2010 9:58,3.36,,United Kingdom
537237,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,12/6/2010 9:58,0.85,,United Kingdom
537237,84763,ZINC FINISH 15CM PLANTER POTS,1,12/6/2010 9:58,2.51,,United Kingdom
537237,84923,PINK BUTTERFLY HANDBAG W BOBBLES,2,12/6/2010 9:58,4.21,,United Kingdom
537237,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,12/6/2010 9:58,5.91,,United Kingdom
537237,85135B,BLUE DRAGONFLY HELICOPTER,1,12/6/2010 9:58,8.47,,United Kingdom
537239,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,12/6/2010 10:05,8.5,18219,United Kingdom
537240,22550,HOLIDAY FUN LUDO,1,12/6/2010 10:08,7.62,,United Kingdom
537240,22605,WOODEN CROQUET GARDEN SET,1,12/6/2010 10:08,25.49,,United Kingdom
537240,22904,CALENDAR PAPER CUT DESIGN,2,12/6/2010 10:08,5.91,,United Kingdom
537240,21356,TOAST ITS - FAIRY FLOWER,2,12/6/2010 10:08,2.51,,United Kingdom
537240,21524,DOORMAT SPOTTY HOME SWEET HOME,1,12/6/2010 10:08,14.43,,United Kingdom
537240,21618,4 WILDFLOWER BOTANICAL CANDLES,1,12/6/2010 10:08,7.62,,United Kingdom
537240,21723,ALPHABET HEARTS STICKER SHEET,2,12/6/2010 10:08,1.66,,United Kingdom
537240,21810,CHRISTMAS HANGING STAR WITH BELL,1,12/6/2010 10:08,2.51,,United Kingdom
537240,21916,SET 12 RETRO WHITE CHALK STICKS,2,12/6/2010 10:08,0.85,,United Kingdom
537240,22069,BROWN  PIRATE TREASURE CHEST ,3,12/6/2010 10:08,3.36,,United Kingdom
537240,22155,STAR DECORATION RUSTIC,2,12/6/2010 10:08,0.85,,United Kingdom
537240,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,12/6/2010 10:08,4.21,,United Kingdom
537240,22952,60 CAKE CASES VINTAGE CHRISTMAS,4,12/6/2010 10:08,1.28,,United Kingdom
537240,35095B,RED VICTORIAN FABRIC OVAL BOX,2,12/6/2010 10:08,0.84,,United Kingdom
537240,35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,2,12/6/2010 10:08,1.66,,United Kingdom
537240,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,12/6/2010 10:08,8.47,,United Kingdom
537240,84923,PINK BUTTERFLY HANDBAG W BOBBLES,4,12/6/2010 10:08,4.21,,United Kingdom
537240,85177,BASKET OF FLOWERS SEWING KIT,2,12/6/2010 10:08,1.66,,United Kingdom
537240,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,12/6/2010 10:08,6.77,,United Kingdom
537240,20699,MOUSEY LONG LEGS SOFT TOY,1,12/6/2010 10:08,5.06,,United Kingdom
537240,20762,GREEN FERN SKETCHBOOK ,1,12/6/2010 10:08,7.62,,United Kingdom
537241,21485,RETROSPOT HEART HOT WATER BOTTLE,9,12/6/2010 10:18,4.95,14293,United Kingdom
537250,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,12/6/2010 10:43,4.95,12708,Germany
537250,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,12/6/2010 10:43,2.95,12708,Germany
C537251,22429,ENAMEL MEASURING JUG CREAM,-2,12/6/2010 10:45,4.25,,United Kingdom
537253,21826,EIGHT PIECE DINOSAUR SET,6,12/6/2010 10:53,1.25,,United Kingdom
537253,22429,ENAMEL MEASURING JUG CREAM,3,12/6/2010 10:53,4.25,,United Kingdom
537254,21843,RED RETROSPOT CAKE STAND,1,12/6/2010 11:01,10.95,15898,United Kingdom
537256,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/6/2010 11:06,1.25,16210,United Kingdom
537257,22961,JAM MAKING SET PRINTED,12,12/6/2010 11:10,1.45,17691,United Kingdom
537262,22158,3 HEARTS HANGING DECORATION RUSTIC,8,12/6/2010 11:26,2.95,15039,United Kingdom
537262,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,12/6/2010 11:26,1.25,15039,United Kingdom
537265,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,12/6/2010 11:26,2.95,15919,United Kingdom
537334,22747,POPPY'S PLAYHOUSE BATHROOM,1,12/6/2010 12:06,2.1,16719,United Kingdom
537335,22748,POPPY'S PLAYHOUSE KITCHEN,1,12/6/2010 12:15,2.1,15048,United Kingdom
537350,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,12/6/2010 12:23,0.72,14708,United Kingdom
537351,22198,LARGE POPCORN HOLDER ,2,12/6/2010 12:23,1.65,16898,United Kingdom
537362,22866,HAND WARMER SCOTTY DOG DESIGN,2,12/6/2010 12:34,2.1,17596,United Kingdom
537362,84744,S/6 SEW ON CROCHET FLOWERS,3,12/6/2010 12:34,1.25,17596,United Kingdom
537368,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,12/6/2010 12:40,1.25,14911,EIRE
537369,22482,BLUE TEA TOWEL CLASSIC DESIGN,3,12/6/2010 12:41,1.25,17860,United Kingdom
537369,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,12/6/2010 12:41,1.49,17860,United Kingdom
537369,22756,LARGE YELLOW BABUSHKA NOTEBOOK ,1,12/6/2010 12:41,1.25,17860,United Kingdom
537370,22273,FELTCRAFT DOLL MOLLY,2,12/6/2010 12:44,2.95,13155,United Kingdom
537370,22569,FELTCRAFT CUSHION BUTTERFLY,5,12/6/2010 12:44,3.75,13155,United Kingdom
537371,90060D,FIRE POLISHED GLASS NECKL BRONZE,1,12/6/2010 12:47,5.95,15028,United Kingdom
537374,22945,CHRISTMAS METAL TAGS ASSORTED ,6,12/6/2010 12:55,0.85,17259,United Kingdom
537374,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,12/6/2010 12:55,4.95,17259,United Kingdom
537374,20966,SANDWICH BATH SPONGE,1,12/6/2010 12:55,1.25,17259,United Kingdom
537374,22866,HAND WARMER SCOTTY DOG DESIGN,1,12/6/2010 12:55,2.1,17259,United Kingdom
537375,22975,SPACEBOY CHILDRENS EGG CUP,3,12/6/2010 12:55,1.25,17019,United Kingdom
537375,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,2,12/6/2010 12:55,3.75,17019,United Kingdom
537377,22866,HAND WARMER SCOTTY DOG DESIGN,10,12/6/2010 13:01,2.1,15882,United Kingdom
537378,22576,SWALLOW WOODEN CHRISTMAS DECORATION,36,12/6/2010 13:06,0.85,14911,EIRE
537378,C2,CARRIAGE,1,12/6/2010 13:06,50,14911,EIRE
537381,22576,SWALLOW WOODEN CHRISTMAS DECORATION,48,12/6/2010 13:13,0.85,14667,United Kingdom
537381,22162,HEART GARLAND RUSTIC PADDED,8,12/6/2010 13:13,2.95,14667,United Kingdom
537382,22075,6 RIBBONS ELEGANT CHRISTMAS ,4,12/6/2010 13:13,1.65,16710,United Kingdom
537384,22867,HAND WARMER BIRD DESIGN,10,12/6/2010 13:21,2.1,15984,United Kingdom
537387,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,12/6/2010 13:34,6.45,13468,United Kingdom
537389,22197,SMALL POPCORN HOLDER,10,12/6/2010 13:41,0.85,17757,United Kingdom
537391,22952,60 CAKE CASES VINTAGE CHRISTMAS,8,12/6/2010 13:53,0.55,16550,United Kingdom
537391,22905,CALENDAR IN SEASON DESIGN,4,12/6/2010 13:53,2.95,16550,United Kingdom
537391,22955,36 FOIL STAR CAKE CASES ,6,12/6/2010 13:53,2.1,16550,United Kingdom
537393,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,12/6/2010 13:59,2.55,13089,United Kingdom
537395,82551,LAUNDRY 15C METAL SIGN,1,12/6/2010 14:05,1.45,15356,United Kingdom
537395,22911,PAPER CHAIN KIT LONDON,1,12/6/2010 14:05,2.95,15356,United Kingdom
537396,21351,CINAMMON & ORANGE WREATH,3,12/6/2010 14:08,6.75,17223,United Kingdom
537400,71053,WHITE METAL LANTERN,2,12/6/2010 14:36,3.75,17191,United Kingdom
537400,84819,DANISH ROSE ROUND SEWING BOX,2,12/6/2010 14:36,4.25,17191,United Kingdom
537400,22659,LUNCH BOX I LOVE LONDON,2,12/6/2010 14:36,1.95,17191,United Kingdom
537400,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,12/6/2010 14:36,1.25,17191,United Kingdom
537400,22963,JAM JAR WITH GREEN LID,12,12/6/2010 14:36,0.85,17191,United Kingdom
537405,21931,JUMBO STORAGE BAG SUKI,2,12/6/2010 14:51,1.95,17841,United Kingdom
537409,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,12/6/2010 15:00,4.25,15194,United Kingdom
537418,20819,SILVER TEDDY BEAR,1,12/6/2010 15:13,3.75,17884,United Kingdom
537418,22726,ALARM CLOCK BAKELIKE GREEN,1,12/6/2010 15:13,3.75,17884,United Kingdom
537419,22158,3 HEARTS HANGING DECORATION RUSTIC,16,12/6/2010 15:14,2.95,13495,United Kingdom
537419,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,12/6/2010 15:14,4.95,13495,United Kingdom
537422,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,12/6/2010 15:27,4.25,17812,United Kingdom
537422,22113,GREY HEART HOT WATER BOTTLE,1,12/6/2010 15:27,3.75,17812,United Kingdom
537422,22737,RIBBON REEL CHRISTMAS PRESENT ,1,12/6/2010 15:27,1.65,17812,United Kingdom
537429,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,12/6/2010 15:54,0.85,12748,United Kingdom
537429,22549,PICTURE DOMINOES,8,12/6/2010 15:54,1.45,12748,United Kingdom
537434,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,4,12/6/2010 16:57,2.51,,United Kingdom
537434,21327,SKULLS WRITING SET ,1,12/6/2010 16:57,3.36,,United Kingdom
537434,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2,12/6/2010 16:57,4.21,,United Kingdom
537434,21931,JUMBO STORAGE BAG SUKI,3,12/6/2010 16:57,4.21,,United Kingdom
537434,21981,PACK OF 12 WOODLAND TISSUES ,2,12/6/2010 16:57,0.85,,United Kingdom
537434,22174,PHOTO CUBE,6,12/6/2010 16:57,3.36,,United Kingdom
537434,22189,CREAM HEART CARD HOLDER,3,12/6/2010 16:57,8.47,,United Kingdom
537434,22312,OFFICE MUG WARMER POLKADOT,1,12/6/2010 16:57,5.91,,United Kingdom
537434,22327,ROUND SNACK BOXES SET OF 4 SKULLS,3,12/6/2010 16:57,5.91,,United Kingdom
537434,22670,FRENCH WC SIGN BLUE METAL,1,12/6/2010 16:57,2.51,,United Kingdom
537434,22699,ROSES REGENCY TEACUP AND SAUCER ,2,12/6/2010 16:57,5.91,,United Kingdom
537434,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,12/6/2010 16:57,29.79,,United Kingdom
537434,22810,SET OF 6 T-LIGHTS SNOWMEN,1,12/6/2010 16:57,5.91,,United Kingdom
537434,22813,PACK 3 BOXES BIRD PANNETONE ,5,12/6/2010 16:57,4.21,,United Kingdom
537434,47481,50CM METAL STRING WITH  7 CLIPS,1,12/6/2010 16:57,2.13,,United Kingdom
537434,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,12/6/2010 16:57,7.62,,United Kingdom
537435,21875,KINGS CHOICE MUG,6,12/6/2010 16:58,1.25,17920,United Kingdom
537435,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,12/6/2010 16:58,7.95,17920,United Kingdom
537441,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,12/6/2010 17:26,2.95,13564,United Kingdom
537441,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,12/6/2010 17:26,3.95,13564,United Kingdom
537446,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,3,12/7/2010 9:13,4.25,18055,United Kingdom
537446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,12/7/2010 9:13,2.95,18055,United Kingdom
537457,21174,POTTERING IN THE SHED METAL SIGN,48,12/7/2010 9:51,1.65,17511,United Kingdom
537457,21908,CHOCOLATE THIS WAY METAL SIGN,48,12/7/2010 9:51,1.85,17511,United Kingdom
537464,22570,FELTCRAFT CUSHION RABBIT,4,12/7/2010 10:14,3.75,14907,United Kingdom
537468,22110,BIRD HOUSE HOT WATER BOTTLE,12,12/7/2010 10:36,2.55,12567,France
537489,22735,RIBBON REEL SOCKS AND MITTENS,10,12/7/2010 11:33,1.65,17017,United Kingdom
537509,22867,HAND WARMER BIRD DESIGN,192,12/7/2010 11:41,1.85,13756,United Kingdom
537523,22804,CANDLEHOLDER PINK HANGING HEART,6,12/7/2010 11:45,2.95,14176,United Kingdom
537567,21916,SET 12 RETRO WHITE CHALK STICKS,1,12/7/2010 11:59,0.42,18119,United Kingdom
537567,21327,SKULLS WRITING SET ,1,12/7/2010 11:59,1.65,18119,United Kingdom
537567,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1,12/7/2010 11:59,0.42,18119,United Kingdom
537593,21937,STRAWBERRY   PICNIC BAG,5,12/7/2010 12:21,2.95,14282,United Kingdom
537601,48187,DOORMAT NEW ENGLAND,1,12/7/2010 12:43,7.95,17287,United Kingdom
C537602,84050,PINK HEART SHAPE EGG FRYING PAN,-1,12/7/2010 12:45,1.25,17511,United Kingdom
537603,21485,RETROSPOT HEART HOT WATER BOTTLE,3,12/7/2010 12:49,4.95,14673,United Kingdom
537604,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,12/7/2010 13:01,6.95,13488,United Kingdom
537604,21843,RED RETROSPOT CAKE STAND,24,12/7/2010 13:01,9.95,13488,United Kingdom
537604,22304,COFFEE MUG BLUE PAISLEY DESIGN,12,12/7/2010 13:01,2.55,13488,United Kingdom
537606,22804,CANDLEHOLDER PINK HANGING HEART,6,12/7/2010 13:16,2.95,15002,United Kingdom
537606,22470,HEART OF WICKER LARGE,3,12/7/2010 13:16,2.95,15002,United Kingdom
537607,22659,LUNCH BOX I LOVE LONDON,2,12/7/2010 13:18,1.95,15965,United Kingdom
537614,22866,HAND WARMER SCOTTY DOG DESIGN,8,12/7/2010 13:29,2.1,16904,United Kingdom
537614,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,12/7/2010 13:29,1.95,16904,United Kingdom
537622,84388,WISE MAN STAR SHAPE EGG PAN,1,12/7/2010 14:30,1.65,13173,United Kingdom
537625,72741,GRAND CHOCOLATECANDLE,9,12/7/2010 14:57,1.45,15180,United Kingdom
537625,22113,GREY HEART HOT WATER BOTTLE,4,12/7/2010 14:57,3.75,15180,United Kingdom
537626,22727,ALARM CLOCK BAKELIKE RED ,4,12/7/2010 14:57,3.75,12347,Iceland
537632,AMAZONFEE,AMAZON FEE,1,12/7/2010 15:08,13541.33,,United Kingdom
537634,22470,HEART OF WICKER LARGE,1,12/7/2010 15:15,2.95,16775,United Kingdom
537638,20669,RED HEART LUGGAGE TAG,2,12/7/2010 15:28,2.51,,United Kingdom
537638,20675,BLUE POLKADOT BOWL,1,12/7/2010 15:28,2.51,,United Kingdom
537638,21002,ROSE DU SUD DRAWSTRING BAG,2,12/7/2010 15:28,3.36,,United Kingdom
537638,21231,SWEETHEART CERAMIC TRINKET BOX,8,12/7/2010 15:28,2.51,,United Kingdom
537638,21524,DOORMAT SPOTTY HOME SWEET HOME,1,12/7/2010 15:28,14.43,,United Kingdom
537638,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,12/7/2010 15:28,5.06,,United Kingdom
537638,21721,CANDY SHOP  STICKER SHEET,1,12/7/2010 15:28,1.66,,United Kingdom
537638,21914,BLUE HARMONICA IN BOX ,1,12/7/2010 15:28,2.51,,United Kingdom
537638,21936,RED RETROSPOT PICNIC BAG,1,12/7/2010 15:28,5.91,,United Kingdom
537638,22091,EMPIRE TISSUE BOX,1,12/7/2010 15:28,2.51,,United Kingdom
537638,22198,LARGE POPCORN HOLDER ,6,12/7/2010 15:28,3.36,,United Kingdom
537638,22212,FOUR HOOK  WHITE LOVEBIRDS,3,12/7/2010 15:28,4.21,,United Kingdom
537638,22601,CHRISTMAS RETROSPOT ANGEL WOOD,3,12/7/2010 15:28,1.66,,United Kingdom
537638,22608,PENS ASSORTED FUNKY JEWELED ,1,12/7/2010 15:28,1.66,,United Kingdom
537638,22631,CIRCUS PARADE LUNCH BOX ,1,12/7/2010 15:28,4.21,,United Kingdom
537638,22745,POPPY'S PLAYHOUSE BEDROOM ,1,12/7/2010 15:28,4.21,,United Kingdom
537638,22789,T-LIGHT HOLDER SWEETHEART HANGING,2,12/7/2010 15:28,4.21,,United Kingdom
537638,22939,APRON APPLE DELIGHT,1,12/7/2010 15:28,11.02,,United Kingdom
537638,85150,LADIES & GENTLEMEN METAL SIGN,1,12/7/2010 15:28,5.06,,United Kingdom
537638,90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,1,12/7/2010 15:28,6.37,,United Kingdom
537640,21523,DOORMAT FANCY FONT HOME SWEET HOME,13,12/7/2010 15:31,16.98,,United Kingdom
537640,21934,SKULL SHOULDER BAG,1,12/7/2010 15:31,4.21,,United Kingdom
537640,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,12/7/2010 15:31,8.47,,United Kingdom
537640,20727,LUNCH BAG  BLACK SKULL.,6,12/7/2010 15:31,5.06,,United Kingdom
537641,22472,TV DINNER TRAY DOLLY GIRL,1,12/7/2010 15:32,11.02,,United Kingdom
537643,21165,BEWARE OF THE CAT METAL SIGN ,1,12/7/2010 15:34,4.21,,United Kingdom
537643,21181,PLEASE ONE PERSON METAL SIGN,1,12/7/2010 15:34,4.21,,United Kingdom
537643,21888,BINGO SET,1,12/7/2010 15:34,7.62,,United Kingdom
537645,20679,EDWARDIAN PARASOL RED,1,12/7/2010 15:34,12.72,,United Kingdom
537645,22757,LARGE RED BABUSHKA NOTEBOOK ,1,12/7/2010 15:34,2.51,,United Kingdom
537645,48111,DOORMAT 3 SMILEY CATS,1,12/7/2010 15:34,14.43,,United Kingdom
537646,84247E,PACK/12 XMAS FUN CARD,1,12/7/2010 15:39,2.95,17591,United Kingdom
537646,22582,PACK OF 6 SWEETIE GIFT BOXES,1,12/7/2010 15:39,2.55,17591,United Kingdom
537646,22921,HERB MARKER CHIVES ,2,12/7/2010 15:39,0.65,17591,United Kingdom
537646,22918,HERB MARKER PARSLEY,2,12/7/2010 15:39,0.65,17591,United Kingdom
537646,22770,MIRROR CORNICE,1,12/7/2010 15:39,14.95,17591,United Kingdom
537648,22111,SCOTTIE DOG HOT WATER BOTTLE,9,12/7/2010 15:48,4.95,12839,United Kingdom
537653,21906,PHARMACIE FIRST AID TIN,1,12/7/2010 15:54,6.75,17897,United Kingdom
537653,20751,FUNKY WASHING UP GLOVES ASSORTED,3,12/7/2010 15:54,2.1,17897,United Kingdom
537666,22256,FELT FARM ANIMAL CHICKEN,1,12/7/2010 18:36,2.51,,United Kingdom
537666,22379,RECYCLING BAG RETROSPOT ,4,12/7/2010 18:36,4.21,,United Kingdom
537666,22468,BABUSHKA LIGHTS STRING OF 10,1,12/7/2010 18:36,13.57,,United Kingdom
537666,22712,CARD DOLLY GIRL ,1,12/7/2010 18:36,0.42,,United Kingdom
537666,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,12/7/2010 18:36,3.36,,United Kingdom
537666,22866,HAND WARMER SCOTTY DOG DESIGN,11,12/7/2010 18:36,4.21,,United Kingdom
537666,71143,SILVER BOOK MARK WITH BEADS,2,12/7/2010 18:36,2.51,,United Kingdom
537666,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,2,12/7/2010 18:36,4.21,,United Kingdom
537666,84375,SET OF 20 KIDS COOKIE CUTTERS,1,12/7/2010 18:36,4.21,,United Kingdom
537666,85049E,SCANDINAVIAN REDS RIBBONS,1,12/7/2010 18:36,2.51,,United Kingdom
537666,20712,JUMBO BAG WOODLAND ANIMALS,1,12/7/2010 18:36,4.21,,United Kingdom
537666,21306,SET/4 DAISY MIRROR MAGNETS,1,12/7/2010 18:36,3.36,,United Kingdom
537666,21794,CLASSIC FRENCH STYLE BASKET NATURAL,1,12/7/2010 18:36,13.57,,United Kingdom
537666,22069,BROWN  PIRATE TREASURE CHEST ,1,12/7/2010 18:36,3.36,,United Kingdom
537666,22113,GREY HEART HOT WATER BOTTLE,2,12/7/2010 18:36,7.62,,United Kingdom
537668,22867,HAND WARMER BIRD DESIGN,12,12/8/2010 8:43,2.1,14821,United Kingdom
537671,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,12/8/2010 9:20,6.45,13267,United Kingdom
537674,21181,PLEASE ONE PERSON METAL SIGN,12,12/8/2010 9:51,2.1,15628,United Kingdom
537674,21704,BAG 250g SWIRLY MARBLES,12,12/8/2010 9:51,0.85,15628,United Kingdom
537678,21843,RED RETROSPOT CAKE STAND,1,12/8/2010 9:56,10.95,16779,United Kingdom
537680,22630,DOLLY GIRL LUNCH BOX,12,12/8/2010 10:11,1.95,13599,United Kingdom
537690,22731,3D CHRISTMAS STAMPS STICKERS ,18,12/8/2010 10:38,1.25,13983,United Kingdom
537691,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,12/8/2010 10:39,0.65,13842,United Kingdom
537692,22295,HEART FILIGREE DOVE LARGE,24,12/8/2010 10:40,1.65,14796,United Kingdom
537693,22710,WRAP I LOVE LONDON ,25,12/8/2010 10:45,0.42,12441,France
537694,22728,ALARM CLOCK BAKELIKE PINK,1,12/8/2010 10:46,3.75,14901,United Kingdom
537738,22697,GREEN REGENCY TEACUP AND SAUCER,6,12/8/2010 11:02,2.95,17706,United Kingdom
537738,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/8/2010 11:02,4.65,17706,United Kingdom
537743,22801,ANTIQUE GLASS PEDESTAL BOWL,4,12/8/2010 11:02,3.75,17706,United Kingdom
537754,84987,SET OF 36 TEATIME PAPER DOILIES,2,12/8/2010 11:16,1.45,16081,United Kingdom
537754,22348,TEA BAG PLATE RED RETROSPOT,4,12/8/2010 11:16,0.85,16081,United Kingdom
537764,84879,ASSORTED COLOUR BIRD ORNAMENT,3,12/8/2010 12:06,1.69,16893,United Kingdom
537764,20716,PARTY FOOD SHOPPER BAG,1,12/8/2010 12:06,1.25,16893,United Kingdom
537765,20735,BLACK MINI TAPE MEASURE ,4,12/8/2010 12:08,0.85,14606,United Kingdom
537765,22296,HEART IVORY TRELLIS LARGE,1,12/8/2010 12:08,1.65,14606,United Kingdom
537765,20971,PINK BLUE FELT CRAFT TRINKET BOX,1,12/8/2010 12:08,1.25,14606,United Kingdom
537771,22688,DOORMAT PEACE ON EARTH BLUE,10,12/8/2010 12:29,6.75,15498,United Kingdom
537771,21481,FAWN BLUE HOT WATER BOTTLE,12,12/8/2010 12:29,2.95,15498,United Kingdom
537772,22080,RIBBON REEL POLKADOTS ,5,12/8/2010 12:35,1.65,18043,United Kingdom
537772,21479,WHITE SKULL HOT WATER BOTTLE ,1,12/8/2010 12:35,3.75,18043,United Kingdom
537773,20763,DAISY SKETCHBOOK ,1,12/8/2010 12:36,3.75,16016,United Kingdom
537773,22867,HAND WARMER BIRD DESIGN,5,12/8/2010 12:36,2.1,16016,United Kingdom
537773,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,12/8/2010 12:36,1.45,16016,United Kingdom
537773,21984,PACK OF 12 PINK PAISLEY TISSUES ,1,12/8/2010 12:36,0.29,16016,United Kingdom
537773,22627,MINT KITCHEN SCALES,1,12/8/2010 12:36,8.5,16016,United Kingdom
537774,22144,CHRISTMAS CRAFT LITTLE FRIENDS,40,12/8/2010 12:40,1.85,14060,United Kingdom
537781,22548,HEADS AND TAILS SPORTING FUN,2,12/8/2010 12:46,1.25,17341,United Kingdom
537781,51020B,STRIPY DESIGN SHOWER CAP,1,12/8/2010 12:46,1.25,17341,United Kingdom
537781,85055,FRENCH ENAMEL UTENSIL HOLDER,1,12/8/2010 12:46,3.75,17341,United Kingdom
537781,22837,HOT WATER BOTTLE BABUSHKA ,1,12/8/2010 12:46,4.65,17341,United Kingdom
537781,84247E,PACK/12 XMAS FUN CARD,1,12/8/2010 12:46,2.95,17341,United Kingdom
537781,22585,PACK OF 6 BIRDY GIFT TAGS,2,12/8/2010 12:46,1.25,17341,United Kingdom
