Limit_Bal,Education,Marriage,Age,Pay_0,Bill_Amt1,Pay_Amt1,Payment,Card
50000,Graduate school,single,44,Delay0,50893,1800,Paid,Gold
70000,University,married,37,Delay0,66759,2518,Paid,Normal
500000,Graduate school,married,38,ontime,600,0,Paid,Normal
200000,Graduate school,single,31,unknown,0,0,Paid,Gold
250000,University,married,40,Delay0,44930,120041,Paid,Normal
140000,University,single,26,Delay0,131367,17000,Missed,Gold
70000,University,single,28,Delay0,41264,2112,Paid,Normal
90000,High school,married,48,Delay1,77604,1700,Paid,Gold
100000,University,married,43,ontime,2491,1709,Paid,Normal
190000,University,married,31,Delay0,177554,7600,Paid,Gold
230000,Graduate school,married,42,ontime,6865,15111,Paid,Normal
320000,University,married,39,Delay0,93768,3317,Paid,Gold
220000,University,married,36,ontime,396,1648,Missed,Normal
260000,Graduate school,married,34,ontime,16426,6277,Paid,Normal
90000,University,single,32,unknown,573,157,Paid,Normal
30000,University,married,43,Delay2,28703,1300,Paid,Normal
260000,University,single,30,Delay0,98560,4000,Paid,Gold
170000,University,single,28,Delay0,28304,4000,Paid,Normal
80000,Graduate school,married,28,Delay0,8574,1203,Missed,Normal
50000,Graduate school,married,41,ontime,508,1000,Paid,Gold
200000,High school,single,47,Delay0,203183,7521,Paid,Normal
20000,University,single,23,Delay0,16440,7403,Paid,Gold
250000,Graduate school,married,49,ontime,66,0,Paid,Normal
20000,Graduate school,married,38,Delay0,15912,1623,Paid,Gold
30000,University,married,38,Delay0,20344,2000,Paid,Normal
90000,University,married,35,Delay1,23132,0,Paid,Normal
230000,other,single,46,Delay0,221590,10000,Paid,Normal
130000,Graduate school,married,33,Delay0,19161,2000,Missed,Normal
30000,other,married,53,unknown,0,0,Paid,Gold
160000,Graduate school,single,35,ontime,396,396,Paid,Gold
500000,University,single,43,ontime,3959,0,Paid,Normal
180000,University,single,28,Delay0,42238,2500,Paid,Normal
80000,University,married,30,Delay0,21507,1700,Paid,Normal
120000,Graduate school,single,26,ontime,884,0,Paid,Gold
130000,University,married,31,ontime,1261,1261,Paid,Gold
120000,University,single,35,ontime,240,240,Missed,Normal
360000,Graduate school,single,28,ontime,20223,53228,Paid,Gold
50000,University,single,23,Delay2,29509,2000,Missed,Gold
20000,University,single,23,Delay0,18355,2900,Paid,Normal
100000,High school,married,56,Delay0,94265,2385,Paid,Gold
70000,High school,married,32,Delay0,68739,3060,Paid,Gold
50000,University,married,47,Delay0,13917,3000,Paid,Gold
10000,University,single,22,Delay1,10250,0,Paid,Normal
290000,Graduate school,married,34,Delay0,93844,6000,Paid,Normal
30000,Graduate school,married,31,Delay0,16496,1597,Paid,Normal
410000,University,single,27,Delay1,-58,33049,Paid,Normal
360000,Graduate school,single,28,ontime,1210,390,Missed,Gold
140000,University,married,42,Delay0,111496,6022,Missed,Normal
210000,Graduate school,single,32,Delay0,67374,3200,Paid,Normal
220000,University,single,27,ontime,1692,13250,Paid,Normal
20000,University,single,27,Delay1,18649,0,Paid,Gold
620000,University,married,45,Delay2,160837,0,Missed,Normal
360000,Graduate school,single,26,Delay1,-8,0,Paid,Gold
20000,University,single,21,ontime,18763,14410,Paid,Normal
50000,University,single,23,Delay0,34549,2836,Paid,Gold
50000,University,other,30,Delay0,97538,2454,Paid,Gold
10000,University,single,46,Delay0,4073,2400,Missed,Gold
100000,High school,married,50,Delay2,53849,2050,Missed,Normal
50000,Graduate school,single,26,unknown,2411,3068,Paid,Gold
60000,University,single,25,ontime,480,1675,Paid,Gold
440000,Graduate school,single,35,Delay0,330759,13100,Paid,Normal
120000,University,married,44,Delay0,92007,5417,Paid,Gold
50000,Graduate school,single,52,Delay0,3257,1000,Paid,Normal
110000,University,married,40,Delay1,92638,600,Paid,Normal
200000,Graduate school,single,38,ontime,399,0,Paid,Normal
150000,Graduate school,single,28,Delay1,0,0,Paid,Normal
30000,University,married,36,Delay2,28778,0,Missed,Normal
100000,Graduate school,single,24,Delay0,30092,1553,Paid,Normal
360000,Graduate school,married,34,ontime,12339,10000,Paid,Normal
390000,Graduate school,single,31,Delay0,50620,5000,Paid,Normal
220000,Graduate school,married,41,Delay1,-65,0,Missed,Normal
160000,University,single,25,unknown,0,0,Paid,Normal
230000,Graduate school,single,28,ontime,2403,7357,Paid,Normal
120000,Graduate school,single,27,Delay0,52437,5024,Paid,Gold
100000,High school,married,52,Delay0,4657,1500,Missed,Gold
190000,Graduate school,single,41,ontime,28204,0,Missed,Normal
50000,Graduate school,married,56,Delay0,50715,2500,Missed,Gold
240000,Graduate school,married,42,Delay1,0,6370,Paid,Normal
40000,University,single,24,unknown,35285,2000,Paid,Normal
630000,University,married,47,Delay0,37850,38187,Paid,Normal
160000,Graduate school,married,33,unknown,5233,5401,Paid,Normal
110000,University,single,32,Delay0,65299,11000,Paid,Normal
20000,University,single,29,Delay0,17208,2055,Paid,Gold
210000,High school,married,53,Delay0,57192,2800,Paid,Normal
270000,Graduate school,single,34,ontime,5780,12006,Paid,Gold
360000,University,single,52,unknown,640,2231,Paid,Normal
60000,University,married,42,ontime,631,2790,Paid,Normal
360000,University,single,38,ontime,108351,8005,Paid,Gold
390000,Graduate school,single,45,Delay2,834,1,Paid,Normal
250000,High school,single,35,unknown,7244,8514,Paid,Normal
90000,Graduate school,single,24,Delay0,13141,1600,Missed,Normal
360000,Graduate school,single,28,ontime,7071,1510,Paid,Gold
50000,High school,single,26,Delay0,35429,1537,Paid,Gold
270000,Graduate school,married,40,Delay0,18751,1000,Paid,Normal
200000,Graduate school,single,29,Delay1,55788,8394,Paid,Normal
50000,University,single,23,Delay0,49809,2040,Paid,Normal
350000,Graduate school,single,33,ontime,10900,10530,Paid,Gold
160000,University,single,60,unknown,3128,5156,Missed,Normal
80000,High school,married,49,ontime,3367,4641,Paid,Normal
290000,Graduate school,married,53,Delay2,279610,13000,Missed,Gold
270000,Graduate school,single,28,ontime,475,475,Paid,Normal
80000,Graduate school,single,31,ontime,5994,13647,Paid,Gold
50000,University,single,36,Delay0,5197,1300,Paid,Gold
30000,University,married,35,unknown,7797,2687,Paid,Gold
30000,University,single,28,Delay1,0,780,Missed,Gold
90000,University,single,33,ontime,35785,15155,Paid,Gold
160000,Graduate school,single,26,ontime,1433,3757,Paid,Gold
80000,High school,single,53,Delay0,77766,4000,Paid,Normal
50000,University,single,42,Delay0,50300,2200,Paid,Gold
20000,Graduate school,single,25,Delay0,14603,1600,Paid,Normal
220000,Graduate school,married,43,Delay1,0,0,Missed,Gold
210000,High school,single,25,ontime,8817,23776,Missed,Gold
130000,University,single,29,Delay0,131575,6700,Paid,Normal
260000,University,married,31,ontime,5841,23194,Paid,Normal
230000,Graduate school,married,30,Delay0,30341,5000,Paid,Normal
160000,Graduate school,single,34,Delay0,83255,4000,Paid,Gold
50000,Graduate school,married,35,Delay0,34976,1127,Paid,Gold
80000,University,married,32,Delay0,48747,2145,Paid,Gold
110000,High school,single,46,Delay0,56700,2681,Paid,Gold
200000,Graduate school,married,43,Delay0,144678,5090,Paid,Gold
360000,University,single,29,Delay0,268112,9429,Paid,Gold
210000,High school,single,31,Delay1,0,0,Paid,Normal
80000,University,single,24,Delay2,79243,3249,Paid,Normal
300000,University,married,36,ontime,-475,10000,Missed,Normal
310000,University,married,43,Delay0,23396,1426,Paid,Normal
30000,High school,married,59,ontime,390,390,Missed,Gold
170000,Graduate school,married,53,Delay0,17862,1323,Paid,Gold
140000,University,single,28,Delay2,26450,3007,Paid,Normal
180000,University,single,31,Delay1,0,0,Paid,Normal
50000,Graduate school,single,34,Delay1,22746,0,Paid,Gold
50000,University,married,36,Delay0,9214,1351,Paid,Normal
110000,Graduate school,single,24,Delay0,40882,2000,Paid,Normal
450000,High school,married,36,unknown,3996,9120,Paid,Normal
200000,University,married,34,ontime,390,390,Paid,Normal
220000,Graduate school,single,43,Delay0,44177,1006,Paid,Gold
360000,Graduate school,single,29,Delay0,3280,0,Missed,Normal
50000,University,married,37,Delay0,48226,2000,Paid,Gold
40000,University,single,23,Delay2,36650,0,Paid,Gold
190000,University,married,37,Delay1,115049,6000,Paid,Normal
150000,Graduate school,single,33,Delay0,21724,2100,Paid,Gold
200000,Graduate school,married,37,Delay1,0,0,Paid,Normal
270000,University,married,56,Delay0,137807,5000,Paid,Normal
60000,Graduate school,single,25,Delay0,58839,2018,Paid,Gold
200000,University,married,39,Delay0,80833,3315,Paid,Normal
150000,University,married,39,Delay0,36146,3000,Paid,Normal
180000,University,single,28,ontime,340,0,Paid,Normal
90000,Graduate school,single,27,Delay0,7624,0,Paid,Normal
360000,University,married,37,Delay1,0,0,Paid,Normal
90000,Graduate school,single,24,ontime,491,0,Paid,Normal
20000,University,single,24,Delay0,13168,1237,Paid,Normal
70000,Graduate school,married,46,Delay0,60040,2600,Paid,Gold
230000,Graduate school,married,39,ontime,660,660,Paid,Gold
30000,High school,married,48,Delay0,29434,1465,Paid,Gold
200000,High school,other,45,ontime,4430,7193,Paid,Normal
100000,High school,single,49,ontime,1440,0,Paid,Gold
50000,University,single,23,Delay0,26795,2000,Paid,Normal
20000,High school,married,25,Delay0,16591,1155,Paid,Normal
210000,University,married,47,unknown,0,0,Paid,Normal
110000,High school,married,56,Delay0,46486,4086,Paid,Gold
20000,High school,married,44,ontime,550,228,Paid,Normal
50000,High school,married,49,Delay0,5630,1107,Paid,Normal
50000,University,married,41,Delay0,21986,1362,Paid,Gold
400000,Graduate school,single,40,ontime,60125,1981,Paid,Normal
170000,University,single,31,Delay0,56364,3000,Paid,Gold
280000,University,married,42,Delay0,148363,6900,Paid,Gold
130000,High school,married,28,Delay0,100143,2500,Paid,Normal
210000,University,single,32,Delay0,46255,5000,Paid,Normal
370000,University,single,28,Delay0,276436,20000,Paid,Gold
30000,University,married,31,Delay0,29493,3200,Paid,Normal
150000,High school,single,39,Delay1,214450,5180,Paid,Gold
60000,High school,married,31,Delay2,35369,1027,Missed,Gold
80000,University,single,24,Delay0,77615,3100,Paid,Normal
280000,University,married,44,Delay2,186149,0,Missed,Normal
20000,University,single,46,Delay8+,21075,0,Paid,Normal
270000,Graduate school,single,32,unknown,0,0,Paid,Gold
240000,University,single,26,Delay0,14348,1000,Paid,Normal
20000,Graduate school,single,22,Delay0,20137,1300,Paid,Normal
450000,Graduate school,married,42,Delay1,-200,0,Missed,Normal
10000,University,single,33,Delay0,8177,2500,Paid,Gold
280000,University,married,39,unknown,2082,3597,Missed,Gold
290000,High school,single,27,Delay0,13820,2000,Paid,Normal
190000,Graduate school,single,28,Delay0,46923,2500,Missed,Normal
80000,Graduate school,single,23,Delay0,53261,4500,Paid,Normal
280000,University,single,28,ontime,427,0,Paid,Normal
160000,Graduate school,married,33,unknown,14150,8106,Paid,Normal
90000,University,married,40,Delay0,42856,3114,Missed,Gold
140000,Graduate school,single,37,ontime,1034,40000,Paid,Normal
50000,Graduate school,single,22,Delay0,5137,1300,Paid,Gold
40000,University,married,32,Delay0,24114,2000,Paid,Normal
130000,High school,married,43,Delay0,130067,5540,Paid,Normal
70000,High school,married,27,Delay0,61611,3011,Paid,Normal
30000,University,married,35,Delay0,25078,1500,Paid,Normal
100000,High school,married,35,Delay1,97002,8200,Paid,Normal
20000,Graduate school,married,30,Delay2,5766,2000,Missed,Normal
30000,University,single,34,Delay2,99568,33000,Paid,Normal
20000,University,married,34,Delay0,12857,1541,Missed,Gold
100000,Graduate school,single,28,Delay2,96193,3600,Missed,Normal
30000,University,single,25,Delay2,2400,0,Missed,Gold
320000,Graduate school,married,41,Delay0,97797,4520,Paid,Normal
90000,High school,single,42,Delay2,64762,0,Missed,Gold
190000,University,single,40,Delay2,145613,15000,Missed,Gold
200000,Graduate school,single,28,Delay0,71989,52129,Paid,Gold
300000,University,single,31,ontime,3345,1087,Paid,Normal
30000,Graduate school,single,56,ontime,29033,1283,Paid,Normal
110000,University,other,45,Delay0,26650,1532,Paid,Normal
230000,Graduate school,single,29,unknown,0,0,Paid,Normal
230000,Graduate school,married,35,Delay0,4259,1250,Paid,Normal
310000,University,single,28,Delay0,106468,8000,Paid,Normal
320000,Graduate school,married,40,Delay0,247276,10000,Paid,Gold
360000,Graduate school,married,47,ontime,1548,0,Paid,Gold
20000,High school,married,41,ontime,780,0,Missed,Normal
170000,University,single,27,Delay0,162671,7500,Paid,Normal
140000,Graduate school,married,40,Delay0,123049,4310,Paid,Gold
80000,University,single,32,Delay0,51372,1853,Paid,Gold
150000,University,single,35,Delay0,60015,20000,Paid,Gold
170000,University,single,27,ontime,1170,0,Paid,Gold
200000,University,married,29,Delay2,159398,6163,Missed,Normal
70000,Graduate school,single,30,Delay0,55664,5800,Paid,Gold
320000,University,married,37,unknown,43528,500,Paid,Gold
150000,Graduate school,single,29,unknown,0,0,Paid,Normal
50000,Graduate school,married,34,Delay0,27966,1267,Paid,Normal
90000,University,single,34,ontime,8792,0,Paid,Normal
280000,Graduate school,married,41,unknown,28026,41346,Paid,Gold
300000,Graduate school,single,31,Delay0,43610,1655,Paid,Normal
400000,University,single,40,unknown,0,8235,Paid,Normal
200000,Graduate school,married,27,ontime,5780,105,Paid,Normal
10000,High school,single,22,Delay0,8109,2000,Missed,Normal
50000,University,other,30,Delay1,52515,0,Missed,Normal
30000,University,other,22,Delay1,22582,4600,Paid,Normal
50000,Graduate school,single,26,ontime,15448,1500,Missed,Gold
50000,University,married,38,Delay1,58102,2500,Paid,Gold
30000,High school,married,46,Delay1,12289,0,Paid,Normal
20000,University,single,24,Delay0,10476,1000,Paid,Gold
20000,University,single,49,Delay0,16326,1441,Paid,Gold
50000,Graduate school,other,49,Delay0,17681,1611,Paid,Gold
30000,University,married,42,Delay0,47912,1755,Paid,Normal
360000,Graduate school,married,30,Delay1,18886,0,Paid,Normal
170000,University,married,42,Delay1,0,1690,Paid,Gold
400000,Graduate school,single,31,unknown,203,770,Paid,Normal
50000,University,married,49,Delay0,34962,1613,Paid,Normal
160000,University,single,27,Delay0,80964,4000,Paid,Normal
70000,University,married,33,Delay0,69418,2382,Missed,Normal
150000,Graduate school,married,35,Delay1,0,0,Paid,Normal
80000,University,single,48,Delay0,45174,3000,Paid,Normal
30000,University,single,22,Delay0,23892,5300,Paid,Normal
10000,University,single,22,Delay0,7960,2000,Missed,Gold
180000,Graduate school,single,27,Delay1,0,3338,Paid,Normal
320000,Graduate school,married,47,ontime,9192,13942,Paid,Gold
80000,University,single,34,Delay0,25935,2000,Paid,Normal
10000,University,married,45,Delay0,7139,1400,Missed,Gold
360000,University,single,39,ontime,12865,4484,Paid,Normal
450000,University,single,33,unknown,-14,2582,Paid,Gold
330000,University,single,29,Delay0,49549,90000,Paid,Normal
60000,Graduate school,single,29,ontime,546,0,Missed,Gold
50000,High school,single,26,Delay0,9935,1234,Paid,Normal
200000,University,married,38,Delay0,152856,6000,Paid,Gold
120000,Graduate school,single,34,Delay1,1278,0,Paid,Gold
160000,Graduate school,married,37,ontime,316,316,Paid,Normal
110000,University,married,57,Delay0,46132,2306,Paid,Gold
70000,High school,married,50,unknown,27345,1041,Paid,Normal
150000,High school,single,28,Delay0,101593,4000,Paid,Normal
610000,Graduate school,single,31,Delay0,142764,6540,Paid,Normal
110000,Graduate school,single,25,Delay0,92849,4346,Paid,Normal
80000,University,single,25,Delay2,17330,3000,Missed,Normal
170000,University,married,33,Delay0,109863,4380,Paid,Normal
110000,Graduate school,single,30,ontime,1064,2007,Paid,Normal
140000,Graduate school,married,51,Delay0,56764,2115,Paid,Normal
70000,Graduate school,single,51,Delay0,43048,3000,Paid,Gold
260000,University,married,46,unknown,29484,10000,Paid,Normal
170000,High school,single,38,Delay0,21310,2000,Paid,Gold
50000,University,married,34,Delay0,10821,1221,Paid,Normal
300000,High school,married,34,Delay0,280823,11000,Missed,Normal
150000,Graduate school,single,31,Delay2,390,390,Missed,Normal
50000,University,single,25,Delay8+,37647,0,Missed,Normal
50000,University,married,26,Delay1,0,0,Paid,Normal
90000,Graduate school,single,25,Delay2,84710,4000,Paid,Normal
50000,University,single,26,Delay0,48036,2100,Missed,Gold
500000,University,single,43,ontime,43346,4006,Paid,Normal
470000,University,married,36,ontime,873,1005,Paid,Normal
230000,University,single,58,Delay0,110163,5600,Paid,Gold
140000,University,single,26,Delay0,4113,2000,Paid,Normal
230000,University,married,30,Delay2,9636,1222,Missed,Normal
420000,University,single,31,Delay0,25103,1509,Paid,Normal
30000,University,single,24,Delay0,31319,1564,Paid,Normal
50000,University,single,52,Delay1,43343,1300,Missed,Normal
140000,University,single,24,ontime,197,0,Paid,Normal
260000,University,married,35,ontime,7967,67650,Paid,Normal
90000,High school,single,29,ontime,19450,0,Paid,Normal
240000,University,married,33,Delay0,240878,10000,Paid,Normal
